loan_id,update_month,reported_balance,reported_status,reported_interest_rate,update_source,update_timestamp
LN105873,2022-10,150143.05,DPD30,4.745,SERVICER_PORTAL,2022-10-16
LN105386,2024-02,340697.98,CURRENT,3.979,SERVICER_PORTAL,2023-10-25
LN108837,2021-08,0.0,PREPAID,3.289,SERVICER_PORTAL,2021-07-13
LN108520,2023-07,191622.61,CURRENT,6.08,MANUAL_ENTRY,2023-05-01
LN106797,2025-04,480989.83,CURRENT,6.411,SERVICER_PORTAL,2025-01-20
LN102733,2025-05,234937.28,CURRENT,4.65,MONTHLY_TAPE,2025-01-13
LN103686,2022-04,393383.05,CURRENT,3.909,SERVICER_PORTAL,2021-12-14
LN107969,2024-02,354348.12,CURRENT,5.643,MANUAL_ENTRY,2024-01-09
LN100990,2024-06,460894.8,CURRENT,5.642,MANUAL_ENTRY,2024-04-22
LN104563,2022-03,184788.03,CURRENT,4.273,MONTHLY_TAPE,2022-03-27
LN104923,2024-05,165799.98,CURRENT,6.729,MANUAL_ENTRY,2024-01-19
LN102944,2025-01,196390.79,CURRENT,7.407,SERVICER_PORTAL,2024-11-20
LN103508,2025-01,485347.93,CURRENT,3.569,SERVICER_PORTAL,2024-10-13
LN103357,2025-02,165770.34,CURRENT,7.039,SERVICER_PORTAL,2025-01-06
LN101059,2024-10,185979.02,DPD60,5.334,MONTHLY_TAPE,2024-08-15
LN108429,2025-01,651852.07,CURRENT,5.977,SERVICER_PORTAL,2024-09-05
LN103115,2025-05,183234.32,CURRENT,5.868,SERVICER_PORTAL,2025-03-15
LN107664,2025-04,0.0,PREPAID,7.491,SERVICER_PORTAL,2025-04-14
LN102026,2025-06,387606.89,CURRENT,6.23,SERVICER_PORTAL,2025-05-01
LN100107,2025-04,389300.33,CURRENT,7.052,SERVICER_PORTAL,2024-12-14
LN108606,2023-03,332061.36,CURRENT,4.647,MANUAL_ENTRY,2023-02-14
LN100143,2024-08,399903.86,CURRENT,6.175,SERVICER_PORTAL,2024-08-14
LN108512,2024-07,134360.77,DPD30,5.422,MONTHLY_TAPE,2024-05-10
LN106302,2024-06,326167.98,CURRENT,4.164,SERVICER_PORTAL,2024-05-04
LN102202,2023-03,287744.09,CURRENT,3.266,MONTHLY_TAPE,2023-01-01
LN103709,2025-06,134086.87,CURRENT,6.222,MONTHLY_TAPE,2025-04-25
LN101146,2025-01,171271.45,CURRENT,6.098,SERVICER_PORTAL,2024-12-23
LN103395,2024-09,352220.07,CURRENT,6.462,MANUAL_ENTRY,2024-06-25
LN102452,2022-01,500591.31,CURRENT,4.781,SERVICER_PORTAL,2021-10-19
LN104532,2025-10,330745.14,CURRENT,5.826,MONTHLY_TAPE,2025-06-01
LN106706,2021-07,371300.42,CURRENT,3.79,SERVICER_PORTAL,2021-05-09
LN107473,2023-10,266513.27,CURRENT,4.793,MONTHLY_TAPE,2023-06-04
LN106023,2025-11,214107.26,CURRENT,6.449,MANUAL_ENTRY,2025-08-04
LN104369,2024-05,250746.93,DPD30,6.03,MONTHLY_TAPE,2024-05-04
LN105369,2025-02,186163.88,CURRENT,4.451,MONTHLY_TAPE,2024-10-12
LN101959,2022-08,162440.73,CURRENT,4.036,MONTHLY_TAPE,2022-07-08
LN103810,2024-12,148572.34,CURRENT,4.138,MANUAL_ENTRY,2024-10-12
LN100525,2025-01,661588.63,CURRENT,4.885,MONTHLY_TAPE,2024-10-01
LN105431,2023-04,122093.28,CURRENT,4.435,MONTHLY_TAPE,2023-03-09
LN105901,2022-05,143407.05,CURRENT,4.949,SERVICER_PORTAL,2022-01-23
LN107492,2022-04,161002.97,CURRENT,4.174,SERVICER_PORTAL,2022-04-26
LN106639,2025-05,119863.17,DPD60,5.541,MONTHLY_TAPE,2025-05-14
LN102465,2024-11,558382.79,CURRENT,4.122,MONTHLY_TAPE,2024-08-13
LN103152,2024-09,286249.15,CURRENT,4.545,SERVICER_PORTAL,2024-09-01
LN102281,2022-11,484621.7,CURRENT,5.021,MONTHLY_TAPE,2022-08-01
LN104038,2023-05,314118.58,CURRENT,5.1,MONTHLY_TAPE,2023-01-26
LN108618,2024-04,201863.85,CURRENT,4.301,SERVICER_PORTAL,2024-01-09
LN103442,2024-01,511627.35,CURRENT,5.389,MONTHLY_TAPE,2023-10-23
LN108672,2022-10,292069.86,CURRENT,4.344,MONTHLY_TAPE,2022-08-17
LN102137,2025-12,236575.11,CURRENT,3.142,MANUAL_ENTRY,2025-12-13
LN106471,2025-11,432904.07,CURRENT,3.799,MANUAL_ENTRY,2025-10-07
LN101530,2022-06,270833.69,CURRENT,4.227,MANUAL_ENTRY,2022-05-27
LN107858,2025-12,158581.9,CURRENT,3.542,MONTHLY_TAPE,2025-10-06
LN100478,2023-11,238699.08,CURRENT,6.405,SERVICER_PORTAL,2023-10-27
LN100563,2022-03,264659.33,CURRENT,5.129,MANUAL_ENTRY,2022-03-02
LN107060,2025-02,265509.39,CURRENT,5.507,SERVICER_PORTAL,2025-01-27
LN100512,2024-07,119593.4,CURRENT,6.782,SERVICER_PORTAL,2024-04-06
LN101689,2024-07,328081.0,CURRENT,3.848,SERVICER_PORTAL,2024-05-09
LN107179,2023-07,159543.93,CURRENT,4.973,SERVICER_PORTAL,2023-05-06
LN105583,2025-08,157730.29,CURRENT,3.744,SERVICER_PORTAL,2025-06-20
LN105432,2024-02,266045.72,CURRENT,5.039,SERVICER_PORTAL,2023-11-16
LN103534,2022-04,519084.81,CURRENT,5.083,MANUAL_ENTRY,2022-04-11
LN104386,2023-01,700779.39,CURRENT,5.496,SERVICER_PORTAL,2022-11-01
LN107420,2024-05,229734.74,DPD60,6.572,MONTHLY_TAPE,2024-02-10
LN106793,2021-11,214682.44,CURRENT,4.015,MONTHLY_TAPE,2021-08-09
LN103291,2024-03,133741.49,CURRENT,6.153,MANUAL_ENTRY,2023-11-07
LN105469,2023-07,644586.79,CURRENT,5.233,SERVICER_PORTAL,2023-04-06
LN102127,2025-04,147099.74,CURRENT,5.62,MONTHLY_TAPE,2025-03-08
LN108147,2022-11,254372.78,CURRENT,4.362,SERVICER_PORTAL,2022-08-08
LN108254,2024-11,357832.28,CURRENT,5.591,MONTHLY_TAPE,2024-08-04
LN107137,2025-07,183702.18,CURRENT,6.647,MONTHLY_TAPE,2025-03-13
LN106563,2023-03,218619.92,CURRENT,3.902,SERVICER_PORTAL,2023-03-23
LN103618,2024-08,168992.02,CURRENT,5.936,SERVICER_PORTAL,2024-07-18
LN105461,2022-08,186957.85,CURRENT,3.883,MONTHLY_TAPE,2022-07-05
LN108323,2023-01,410539.29,CURRENT,4.585,MANUAL_ENTRY,2022-09-09
LN107246,2025-04,173523.28,CURRENT,4.438,SERVICER_PORTAL,2025-02-16
LN103820,2023-05,309691.62,CURRENT,5.445,SERVICER_PORTAL,2023-02-03
LN102866,2024-10,208626.29,CURRENT,5.631,SERVICER_PORTAL,2024-06-15
LN104503,2024-05,174002.37,CURRENT,7.793,SERVICER_PORTAL,2024-01-24
LN108957,2024-05,248353.02,CURRENT,6.145,SERVICER_PORTAL,2024-01-07
LN103823,2024-04,384331.96,CURRENT,3.872,SERVICER_PORTAL,2024-04-03
LN100210,2023-03,235633.46,CURRENT,4.193,MONTHLY_TAPE,2023-01-06
LN103667,2023-06,164338.54,CURRENT,3.919,SERVICER_PORTAL,2023-05-12
LN106444,2022-04,344780.98,CURRENT,3.55,SERVICER_PORTAL,2022-03-05
LN108193,2023-12,421957.73,CURRENT,6.522,SERVICER_PORTAL,2023-12-08
LN102895,2024-12,253404.03,CURRENT,5.812,MONTHLY_TAPE,2024-10-21
LN105747,2023-07,107771.12,CURRENT,5.14,SERVICER_PORTAL,2023-04-01
LN102292,2024-04,264097.13,CURRENT,4.868,MONTHLY_TAPE,2024-03-18
LN107685,2025-03,228751.07,CURRENT,6.449,SERVICER_PORTAL,2024-11-23
LN108700,2024-12,323375.5,CURRENT,5.769,MANUAL_ENTRY,2024-12-14
LN105614,2024-02,449434.58,DPD60,7.075,MONTHLY_TAPE,2023-12-02
LN108783,2024-02,201630.98,CURRENT,7.152,MANUAL_ENTRY,2023-10-13
LN100810,2025-02,318322.89,CURRENT,4.086,MANUAL_ENTRY,2024-12-18
LN106506,2025-12,444021.12,CURRENT,5.906,MONTHLY_TAPE,2025-09-04
LN102338,2024-08,135491.08,CURRENT,3.259,SERVICER_PORTAL,2024-08-11
LN105634,2025-02,215677.85,CURRENT,6.166,SERVICER_PORTAL,2025-01-24
LN104816,2024-11,329114.98,CURRENT,5.741,MONTHLY_TAPE,2024-11-06
LN104616,2023-11,233743.16,CURRENT,5.268,SERVICER_PORTAL,2023-11-26
LN101974,2024-12,150961.66,DPD60,6.197,SERVICER_PORTAL,2024-12-20
LN104667,2024-08,226718.24,CURRENT,4.73,MONTHLY_TAPE,2024-05-23
LN102870,2025-08,242757.5,CURRENT,4.734,MANUAL_ENTRY,2025-08-09
LN107277,2024-08,465918.9,CURRENT,6.805,SERVICER_PORTAL,2024-06-08
LN100265,2023-11,378644.57,CURRENT,6.111,MANUAL_ENTRY,2023-09-13
LN101694,2023-02,291145.89,CURRENT,5.321,SERVICER_PORTAL,2022-12-23
LN102605,2025-09,294205.28,CURRENT,7.469,MONTHLY_TAPE,2025-07-14
LN106843,2023-06,205423.95,CURRENT,5.714,MANUAL_ENTRY,2023-05-18
LN102715,2023-10,152209.41,CURRENT,6.657,MONTHLY_TAPE,2023-07-05
LN105460,2025-05,86934.5,DPD60,6.212,SERVICER_PORTAL,2025-02-13
LN102052,2024-05,219874.72,CURRENT,4.724,MONTHLY_TAPE,2024-02-01
LN107312,2024-07,259884.9,CURRENT,5.802,MANUAL_ENTRY,2024-06-22
LN102795,2025-12,291920.89,CURRENT,6.171,MONTHLY_TAPE,2025-12-10
LN104899,2025-10,329533.43,CURRENT,6.221,MONTHLY_TAPE,2025-07-24
LN100988,2023-06,438150.85,CURRENT,4.778,SERVICER_PORTAL,2023-04-25
LN103504,2021-09,289862.21,CURRENT,3.731,SERVICER_PORTAL,2021-08-16
LN100008,2023-05,210255.18,CURRENT,3.927,MONTHLY_TAPE,2023-05-22
LN106585,2024-12,362967.58,CURRENT,6.171,MONTHLY_TAPE,2024-10-21
LN104165,2024-07,233075.26,CURRENT,6.141,MONTHLY_TAPE,2024-05-19
LN100795,2024-11,101336.03,CURRENT,4.426,SERVICER_PORTAL,2024-07-18
LN100084,2023-09,233325.01,CURRENT,6.312,MANUAL_ENTRY,2023-05-13
LN108238,2023-12,337344.77,CURRENT,6.066,MANUAL_ENTRY,2023-11-26
LN103585,2023-06,134394.59,CURRENT,4.413,SERVICER_PORTAL,2023-04-18
LN107012,2024-12,316575.64,CURRENT,6.433,MONTHLY_TAPE,2024-10-26
LN108477,2024-03,159853.53,CURRENT,6.346,SERVICER_PORTAL,2023-12-25
LN108273,2024-08,285987.8,CURRENT,7.409,MANUAL_ENTRY,2024-07-06
LN104254,2025-09,135075.59,DPD60,5.508,SERVICER_PORTAL,2025-08-23
LN106413,2025-03,188268.57,DPD60,3.394,SERVICER_PORTAL,2025-02-15
LN106304,2023-12,172143.25,CURRENT,5.101,MONTHLY_TAPE,2023-11-06
LN105913,2022-08,196613.04,DPD60,4.475,SERVICER_PORTAL,2022-06-26
LN106007,2025-05,168646.62,DPD30,7.673,SERVICER_PORTAL,2025-03-22
LN106746,2022-01,359919.71,CURRENT,4.147,MANUAL_ENTRY,2021-10-25
LN103364,2023-09,161457.26,CURRENT,3.686,SERVICER_PORTAL,2023-06-24
LN102960,2025-07,246710.93,CURRENT,6.868,SERVICER_PORTAL,2025-03-27
LN100349,2025-03,191850.86,CURRENT,4.051,MANUAL_ENTRY,2024-11-17
LN102668,2024-07,332245.3,CURRENT,3.881,SERVICER_PORTAL,2024-06-27
LN104487,2025-07,449529.21,CURRENT,3.75,MONTHLY_TAPE,2025-06-27
LN108476,2023-10,152362.67,CURRENT,5.84,SERVICER_PORTAL,2023-06-27
LN107943,2023-12,258336.28,DPD90,4.724,MONTHLY_TAPE,2023-09-13
LN102890,2024-12,251918.67,CURRENT,4.152,SERVICER_PORTAL,2024-09-25
LN100485,2023-07,265789.77,CURRENT,4.381,MONTHLY_TAPE,2023-05-05
LN106121,2024-05,310498.4,CURRENT,6.358,MONTHLY_TAPE,2024-02-09
LN104386,2024-01,676236.31,CURRENT,5.496,MANUAL_ENTRY,2023-11-08
LN108466,2024-12,184734.29,DPD60,5.447,SERVICER_PORTAL,2024-08-23
LN100912,2024-02,196919.02,CURRENT,5.734,MONTHLY_TAPE,2024-02-11
LN101472,2024-03,233015.93,CURRENT,5.999,MANUAL_ENTRY,2024-02-06
LN108278,2022-09,191518.45,DPD60,3.993,MONTHLY_TAPE,2022-07-02
LN103541,2024-12,303419.61,CURRENT,6.248,SERVICER_PORTAL,2024-08-03
LN103923,2024-05,202100.75,CURRENT,4.973,SERVICER_PORTAL,2024-02-12
LN108675,2023-06,147939.53,CURRENT,4.822,SERVICER_PORTAL,2023-05-27
LN107538,2025-12,201784.87,CURRENT,4.73,MONTHLY_TAPE,2025-08-20
LN101298,2025-04,231848.37,CURRENT,5.92,MONTHLY_TAPE,2024-12-04
LN102382,2025-12,249935.21,CURRENT,6.037,SERVICER_PORTAL,2025-08-14
LN108265,2024-12,235030.27,DPD60,6.639,MONTHLY_TAPE,2024-08-05
LN103178,2024-10,572020.31,DPD30,3.907,SERVICER_PORTAL,2024-09-04
LN108020,2025-05,290864.08,CURRENT,4.967,MONTHLY_TAPE,2025-02-11
LN104415,2025-01,347646.16,CURRENT,6.038,MONTHLY_TAPE,2024-11-16
LN106863,2025-10,360299.15,CURRENT,6.257,MONTHLY_TAPE,2025-10-05
LN108671,2023-06,135164.21,CURRENT,4.411,SERVICER_PORTAL,2023-06-20
LN103393,2023-12,179062.73,CURRENT,4.932,SERVICER_PORTAL,2023-11-26
LN101988,2023-04,342836.98,CURRENT,5.036,SERVICER_PORTAL,2023-03-05
LN107020,2025-06,406058.51,CURRENT,6.123,MONTHLY_TAPE,2025-04-20
LN100905,2025-10,259920.22,CURRENT,6.206,SERVICER_PORTAL,2025-07-08
LN102660,2023-05,145524.28,CURRENT,5.376,MONTHLY_TAPE,2023-02-04
LN108358,2025-07,172606.95,CURRENT,6.283,SERVICER_PORTAL,2025-04-11
LN101428,2025-08,273486.41,DPD30,4.89,MONTHLY_TAPE,2025-08-24
LN100000,2024-02,202843.56,DPD60,5.365,MONTHLY_TAPE,2024-01-21
LN103854,2025-10,229237.93,CURRENT,6.01,MONTHLY_TAPE,2025-07-07
LN100842,2025-05,354977.59,DPD60,6.067,SERVICER_PORTAL,2025-03-16
LN103155,2025-05,154168.61,CURRENT,6.256,SERVICER_PORTAL,2025-03-21
LN108006,2023-04,260966.35,CURRENT,5.148,SERVICER_PORTAL,2022-12-02
LN108883,2025-09,340693.25,CURRENT,5.735,MONTHLY_TAPE,2025-06-09
LN103565,2025-01,594766.22,DPD60,5.38,MONTHLY_TAPE,2025-01-16
LN108099,2024-01,95560.93,CURRENT,6.518,SERVICER_PORTAL,2023-11-01
LN106432,2024-05,177082.92,CURRENT,4.384,SERVICER_PORTAL,2024-03-12
LN106142,2025-08,462147.12,DPD60,5.803,SERVICER_PORTAL,2025-06-10
LN103344,2025-05,240976.24,CURRENT,6.622,MONTHLY_TAPE,2025-01-01
LN106191,2021-12,243623.92,CURRENT,4.15,SERVICER_PORTAL,2021-12-17
LN102231,2025-04,285200.78,CURRENT,4.816,MONTHLY_TAPE,2025-04-10
LN108990,2022-09,577170.62,CURRENT,4.098,SERVICER_PORTAL,2022-09-27
LN106124,2025-03,164517.21,CURRENT,4.342,MONTHLY_TAPE,2025-01-16
LN104489,2024-09,335113.15,CURRENT,5.355,MONTHLY_TAPE,2024-05-22
LN107010,2021-12,455759.01,CURRENT,3.595,SERVICER_PORTAL,2021-11-09
LN106964,2024-09,171502.31,CURRENT,3.778,SERVICER_PORTAL,2024-08-25
LN102479,2022-12,256253.75,DPD60,3.968,SERVICER_PORTAL,2022-08-03
LN104901,2024-08,311413.02,CURRENT,6.029,SERVICER_PORTAL,2024-06-17
LN107750,2025-05,243332.78,CURRENT,6.636,MONTHLY_TAPE,2025-01-23
LN102927,2024-03,261673.85,CURRENT,5.526,MONTHLY_TAPE,2024-01-11
LN104829,2024-08,299592.98,CURRENT,5.745,MANUAL_ENTRY,2024-04-11
LN108533,2023-11,83088.74,CURRENT,6.676,MONTHLY_TAPE,2023-10-20
LN103501,2024-08,368283.58,CURRENT,6.406,MANUAL_ENTRY,2024-06-18
LN100606,2025-12,173380.4,CURRENT,5.497,MONTHLY_TAPE,2025-08-03
LN107708,2025-04,112362.58,CURRENT,6.217,SERVICER_PORTAL,2025-01-27
LN105286,2023-12,403578.67,CURRENT,5.326,MONTHLY_TAPE,2023-09-11
LN100821,2024-03,464630.59,CURRENT,6.202,SERVICER_PORTAL,2024-03-07
LN106879,2024-03,233053.67,CURRENT,6.266,SERVICER_PORTAL,2023-12-25
LN103793,2024-11,315111.98,CURRENT,6.904,SERVICER_PORTAL,2024-10-02
LN100009,2025-05,356834.51,CURRENT,4.048,MANUAL_ENTRY,2025-03-23
LN101238,2025-01,219712.78,CURRENT,4.724,SERVICER_PORTAL,2024-10-15
LN106649,2024-05,155630.52,CURRENT,6.24,MONTHLY_TAPE,2024-01-19
LN101798,2023-09,264061.76,DPD60,6.165,SERVICER_PORTAL,2023-06-23
LN107392,2025-03,93604.62,DPD30,4.61,MONTHLY_TAPE,2024-12-11
LN108548,2023-06,114008.01,CURRENT,3.665,SERVICER_PORTAL,2023-06-05
LN100352,2025-02,236409.76,CURRENT,4.815,MONTHLY_TAPE,2025-01-16
LN100179,2023-12,226807.96,CURRENT,5.764,MONTHLY_TAPE,2023-10-09
LN108538,2022-07,268278.07,CURRENT,4.434,SERVICER_PORTAL,2022-05-27
LN106154,2022-08,720302.27,CURRENT,3.966,MONTHLY_TAPE,2022-07-14
LN106500,2022-11,371330.5,CURRENT,3.996,SERVICER_PORTAL,2022-11-02
LN106970,2024-02,196307.13,CURRENT,4.426,SERVICER_PORTAL,2024-02-02
LN104661,2023-10,79029.77,CURRENT,5.939,SERVICER_PORTAL,2023-08-02
LN107067,2024-09,304375.02,CURRENT,4.288,SERVICER_PORTAL,2024-08-09
LN101344,2022-09,239644.74,CURRENT,4.42,SERVICER_PORTAL,2022-09-22
LN105517,2024-10,144854.45,CURRENT,6.524,MONTHLY_TAPE,2024-08-12
LN101012,2024-12,382379.92,CURRENT,4.899,SERVICER_PORTAL,2024-11-24
LN107388,2023-02,115805.67,DPD60,4.465,SERVICER_PORTAL,2023-01-24
LN100419,2023-06,537692.94,CURRENT,6.093,SERVICER_PORTAL,2023-04-25
LN107508,2025-07,579593.33,DPD30,6.432,SERVICER_PORTAL,2025-07-01
LN100256,2025-07,267186.06,CURRENT,6.629,SERVICER_PORTAL,2025-07-15
LN104398,2023-11,205573.59,CURRENT,4.23,SERVICER_PORTAL,2023-11-26
LN102010,2023-07,141897.03,CURRENT,5.682,MANUAL_ENTRY,2023-07-08
LN104809,2025-01,385644.36,CURRENT,6.571,SERVICER_PORTAL,2024-11-09
LN104719,2024-11,297663.07,CURRENT,4.465,MONTHLY_TAPE,2024-10-16
LN104234,2023-11,275290.61,CURRENT,4.207,MONTHLY_TAPE,2023-07-19
LN100364,2022-02,288738.28,CURRENT,3.861,SERVICER_PORTAL,2022-02-19
LN102515,2024-05,186504.96,CURRENT,5.601,SERVICER_PORTAL,2024-01-14
LN101026,2023-09,315931.06,CURRENT,4.084,MONTHLY_TAPE,2023-08-17
LN103731,2025-02,370364.82,CURRENT,6.763,MONTHLY_TAPE,2024-11-06
LN104680,2025-03,108030.79,CURRENT,5.403,MONTHLY_TAPE,2025-03-20
LN104594,2024-01,283590.37,CURRENT,7.244,MANUAL_ENTRY,2023-11-04
LN100362,2025-12,134807.82,CURRENT,4.607,SERVICER_PORTAL,2025-12-02
LN108648,2024-11,287219.12,CURRENT,6.176,SERVICER_PORTAL,2024-07-14
LN106470,2025-01,262700.68,CURRENT,3.822,MONTHLY_TAPE,2025-01-16
LN102898,2024-07,138949.25,CURRENT,6.255,MANUAL_ENTRY,2024-03-16
LN104049,2024-12,391649.3,CURRENT,5.64,MONTHLY_TAPE,2024-09-01
LN102316,2022-05,277457.68,CURRENT,3.731,MONTHLY_TAPE,2022-02-26
LN107010,2025-05,415486.29,DPD60,3.663,SERVICER_PORTAL,2025-04-04
LN100126,2024-01,346058.63,CURRENT,3.363,SERVICER_PORTAL,2023-10-26
LN105063,2024-01,101564.42,CURRENT,6.175,MONTHLY_TAPE,2023-12-07
LN105918,2024-04,384250.56,CURRENT,7.545,SERVICER_PORTAL,2023-12-17
LN103883,2023-03,88593.62,CURRENT,6.011,MONTHLY_TAPE,2023-01-11
LN100613,2025-10,305498.03,CURRENT,4.837,SERVICER_PORTAL,2025-08-16
LN104517,2023-04,203448.76,DPD90,3.961,MANUAL_ENTRY,2022-12-15
LN103692,2025-05,100550.01,DPD90,4.933,MANUAL_ENTRY,2025-03-10
LN104969,2024-11,801434.9,CURRENT,7.181,MONTHLY_TAPE,2024-07-23
LN104482,2025-11,508762.07,DPD30,6.776,MANUAL_ENTRY,2025-11-16
LN104675,2025-07,436360.49,CURRENT,5.088,SERVICER_PORTAL,2025-03-27
LN105391,2022-11,217511.7,CURRENT,4.521,MANUAL_ENTRY,2022-10-24
LN106245,2024-02,273785.41,DPD30,5.453,SERVICER_PORTAL,2023-11-02
LN108095,2023-05,226352.68,CURRENT,4.698,MANUAL_ENTRY,2023-04-19
LN105334,2024-03,97349.48,DPD30,6.007,MONTHLY_TAPE,2023-11-15
LN107879,2022-01,265212.94,CURRENT,4.694,SERVICER_PORTAL,2021-11-20
LN100212,2025-05,255016.08,DPD30,6.943,MANUAL_ENTRY,2025-05-02
LN107846,2023-12,205343.64,CURRENT,4.912,MONTHLY_TAPE,2023-09-20
LN108570,2025-11,539086.02,DPD30,6.369,SERVICER_PORTAL,2025-09-05
LN106005,2024-11,222353.29,CURRENT,4.176,MONTHLY_TAPE,2024-11-23
LN108126,2023-07,218231.52,CURRENT,5.795,SERVICER_PORTAL,2023-07-16
LN105921,2024-10,616455.31,CURRENT,6.741,MONTHLY_TAPE,2024-07-06
LN100499,2024-05,256117.76,CURRENT,5.717,SERVICER_PORTAL,2024-01-19
LN106946,2024-02,245755.53,CURRENT,5.379,MONTHLY_TAPE,2023-12-20
LN103645,2024-11,316168.9,CURRENT,5.727,MONTHLY_TAPE,2024-10-04
LN105053,2024-12,258165.44,CURRENT,7.279,SERVICER_PORTAL,2024-11-10
LN100733,2025-03,811048.71,CURRENT,6.669,SERVICER_PORTAL,2025-02-10
LN102335,2025-06,119964.93,CURRENT,6.939,SERVICER_PORTAL,2025-03-24
LN108889,2025-02,222933.86,CURRENT,3.446,MONTHLY_TAPE,2025-02-07
LN106207,2024-10,541500.19,CURRENT,6.835,MONTHLY_TAPE,2024-10-10
LN100083,2024-11,272500.69,CURRENT,5.862,MANUAL_ENTRY,2024-09-17
LN107722,2024-06,258693.06,CURRENT,6.309,SERVICER_PORTAL,2024-02-03
LN107402,2024-11,197559.91,CURRENT,4.21,MONTHLY_TAPE,2024-11-23
LN101518,2024-03,403580.87,CURRENT,5.836,MONTHLY_TAPE,2024-03-02
LN108602,2023-03,199167.65,CURRENT,4.922,MANUAL_ENTRY,2023-03-26
LN101301,2024-01,203656.52,DPD30,5.183,MONTHLY_TAPE,2023-10-22
LN104886,2025-06,410333.79,CURRENT,5.269,MONTHLY_TAPE,2025-02-21
LN104133,2024-08,478264.37,CURRENT,5.041,MONTHLY_TAPE,2024-04-18
LN100449,2023-02,288112.95,CURRENT,4.931,SERVICER_PORTAL,2022-10-21
LN102109,2025-04,404545.04,CURRENT,5.891,MANUAL_ENTRY,2025-02-20
LN106690,2024-01,181524.33,DPD60,5.908,MONTHLY_TAPE,2023-12-16
LN100652,2024-09,551313.46,CURRENT,4.357,SERVICER_PORTAL,2024-07-18
LN107010,2024-07,380107.73,CURRENT,3.786,MANUAL_ENTRY,2024-06-21
LN104248,2025-03,237863.95,CURRENT,6.44,SERVICER_PORTAL,2025-02-01
LN108462,2025-11,147834.4,CURRENT,6.029,SERVICER_PORTAL,2025-09-01
LN103833,2024-04,360384.7,CURRENT,6.047,SERVICER_PORTAL,2024-03-25
LN106763,2025-12,205957.73,CURRENT,6.987,MONTHLY_TAPE,2025-08-07
LN102875,2024-02,258955.52,CURRENT,6.5,SERVICER_PORTAL,2023-10-07
LN106118,2023-08,223959.54,CURRENT,5.673,SERVICER_PORTAL,2023-04-22
LN104041,2024-03,445927.01,CURRENT,7.232,SERVICER_PORTAL,2024-03-03
LN101348,2024-09,372201.13,CURRENT,7.46,MONTHLY_TAPE,2024-06-03
LN104983,2023-07,291976.11,CURRENT,5.386,MANUAL_ENTRY,2023-04-18
LN104433,2025-04,111656.36,DPD60,3.692,SERVICER_PORTAL,2025-03-22
LN102579,2024-06,319216.66,CURRENT,5.82,SERVICER_PORTAL,2024-04-06
LN108367,2023-08,118793.76,CURRENT,5.98,SERVICER_PORTAL,2023-08-16
LN106009,2022-05,272849.22,CURRENT,3.824,MANUAL_ENTRY,2022-04-20
LN105228,2023-10,234960.96,CURRENT,3.819,MONTHLY_TAPE,2023-09-04
LN103084,2024-06,458580.66,CURRENT,5.615,MONTHLY_TAPE,2024-03-17
LN104407,2024-06,750322.47,DPD30,4.079,MANUAL_ENTRY,2024-03-25
LN104747,2023-09,158167.42,CURRENT,4.919,SERVICER_PORTAL,2023-08-27
LN103692,2022-05,104858.19,CURRENT,4.933,SERVICER_PORTAL,2022-05-18
LN104638,2024-05,197218.51,DPD60,6.907,MANUAL_ENTRY,2024-05-26
LN106119,2023-09,285377.95,DPD60,4.951,SERVICER_PORTAL,2023-07-23
LN103294,2022-11,435294.26,CURRENT,4.257,SERVICER_PORTAL,2022-09-10
LN108417,2023-09,468230.8,CURRENT,5.751,MONTHLY_TAPE,2023-07-19
LN100799,2023-05,112982.42,CURRENT,5.782,SERVICER_PORTAL,2023-04-24
LN102389,2025-05,235806.42,CURRENT,6.434,MANUAL_ENTRY,2025-04-16
LN100026,2025-11,400780.24,CURRENT,5.41,SERVICER_PORTAL,2025-09-08
LN102555,2024-10,230926.51,CURRENT,4.141,SERVICER_PORTAL,2024-07-20
LN101004,2025-03,199690.52,DPD30,3.695,MONTHLY_TAPE,2024-12-23
LN103931,2023-07,482610.46,DPD30,4.415,SERVICER_PORTAL,2023-07-11
LN107957,2024-05,218359.69,CURRENT,5.939,MONTHLY_TAPE,2024-01-12
LN100635,2025-12,164937.66,CURRENT,6.319,SERVICER_PORTAL,2025-11-11
LN105023,2025-06,124829.41,CURRENT,5.822,SERVICER_PORTAL,2025-03-23
LN104616,2022-10,287383.95,DPD60,5.243,MONTHLY_TAPE,2022-10-05
LN101268,2025-07,431534.43,CURRENT,7.132,SERVICER_PORTAL,2025-05-11
LN108161,2023-03,341728.21,CURRENT,5.709,MONTHLY_TAPE,2023-01-23
LN108893,2023-02,178710.98,CURRENT,6.245,MONTHLY_TAPE,2022-11-26
LN104919,2023-09,369077.38,CURRENT,5.614,SERVICER_PORTAL,2023-09-20
LN102921,2025-10,404602.76,CURRENT,6.548,MONTHLY_TAPE,2025-06-23
LN105078,2025-09,180681.22,CURRENT,6.945,MONTHLY_TAPE,2025-09-01
LN100642,2025-02,190591.99,CURRENT,6.956,SERVICER_PORTAL,2025-02-04
LN108935,2024-08,239556.71,CURRENT,6.41,MONTHLY_TAPE,2024-07-07
LN104512,2022-02,191321.87,CURRENT,4.108,SERVICER_PORTAL,2022-01-03
LN108879,2023-01,378340.36,CURRENT,4.333,MONTHLY_TAPE,2022-11-15
