loan_id,origination_month,original_balance,interest_rate,original_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN100545,2021-09,160900.0,3.692,360,780+,85-95,20-35,PA,PURCHASE,OWNER,SFR,BetaLoan,2021
LN100546,2023-01,590300.0,6.057,360,620-679,75-85,<=20,FL,REFINANCE,OWNER,MULTI_2_4,AlphaServ,2023
LN100547,2023-07,273600.0,5.84,360,780+,85-95,20-35,WA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100548,2023-04,414600.0,6.399,360,620-679,85-95,20-35,CA,REFINANCE,OWNER,SFR,CasaMortgage,2023
LN100549,2023-11,258700.0,5.985,360,780+,85-95,<=20,MI,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100550,2024-04,265200.0,7.014,360,620-679,60-75,>43,FL,REFINANCE,INVESTOR,SFR,DeltaHome,2024
LN100551,2022-11,129900.0,5.434,180,680-739,60-75,35-43,WA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100552,2024-05,97000.0,6.645,360,680-739,75-85,35-43,PA,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN100553,2022-08,448400.0,5.469,360,620-679,<=60,20-35,AZ,PURCHASE,SECOND_HOME,SFR,BetaLoan,2022
LN100554,2024-12,264400.0,6.063,360,740-779,<=60,20-35,TX,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN100555,2023-04,280100.0,6.245,360,680-739,<=60,20-35,MI,PURCHASE,OWNER,SFR,EagleTrust,2023
LN100556,2024-01,145500.0,6.597,180,680-739,>95,35-43,FL,REFINANCE,OWNER,CONDO,CasaMortgage,2024
LN100557,2024-07,170000.0,6.268,360,680-739,85-95,20-35,NY,PURCHASE,INVESTOR,CONDO,AlphaServ,2024
LN100558,2024-04,411700.0,6.529,360,680-739,85-95,<=20,AZ,CASHOUT_REFI,INVESTOR,SFR,CasaMortgage,2024
LN100559,2024-06,558500.0,7.311,360,<620,>95,35-43,NC,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100560,2023-05,193000.0,6.85,360,620-679,85-95,20-35,GA,PURCHASE,OWNER,TOWNHOUSE,DeltaHome,2023
LN100561,2021-08,345300.0,4.347,240,620-679,75-85,20-35,CA,REFINANCE,OWNER,MULTI_2_4,BetaLoan,2021
LN100562,2023-03,278000.0,5.923,360,680-739,75-85,20-35,OH,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2023
LN100563,2022-02,241800.0,4.847,360,620-679,85-95,>43,CA,PURCHASE,OWNER,SFR,AlphaServ,2022
LN100564,2024-08,587400.0,6.157,360,780+,85-95,20-35,CA,REFINANCE,OWNER,MULTI_2_4,BetaLoan,2024
LN100565,2022-04,208200.0,4.517,360,680-739,85-95,<=20,WA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN100566,2022-04,446100.0,4.366,360,740-779,75-85,>43,OH,PURCHASE,OWNER,SFR,AlphaServ,2022
LN100567,2022-05,303000.0,4.801,360,680-739,85-95,>43,CA,PURCHASE,OWNER,SFR,EagleTrust,2022
LN100568,2023-09,253300.0,6.154,360,680-739,75-85,20-35,IL,PURCHASE,INVESTOR,SFR,CasaMortgage,2023
LN100569,2023-06,473300.0,6.368,360,680-739,75-85,35-43,FL,PURCHASE,OWNER,SFR,DeltaHome,2023
LN100570,2024-10,290800.0,6.843,240,620-679,60-75,>43,CA,REFINANCE,INVESTOR,MULTI_2_4,AlphaServ,2024
LN100571,2022-12,244400.0,5.488,240,680-739,<=60,<=20,PA,PURCHASE,OWNER,CONDO,BetaLoan,2022
LN100572,2022-06,474800.0,5.197,180,680-739,60-75,35-43,CA,CASHOUT_REFI,SECOND_HOME,SFR,BetaLoan,2022
LN100573,2021-09,447800.0,3.965,240,680-739,85-95,<=20,TX,REFINANCE,OWNER,SFR,CasaMortgage,2021
LN100574,2021-07,438400.0,3.68,360,780+,60-75,35-43,TX,REFINANCE,OWNER,CONDO,BetaLoan,2021
LN100575,2022-10,44400.0,5.908,180,620-679,>95,<=20,NC,PURCHASE,SECOND_HOME,SFR,AlphaServ,2022
LN100576,2024-09,311200.0,6.26,360,680-739,<=60,35-43,TX,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN100577,2023-04,280800.0,6.397,360,620-679,<=60,35-43,FL,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100578,2024-08,251300.0,6.774,360,620-679,75-85,<=20,AZ,PURCHASE,SECOND_HOME,TOWNHOUSE,BetaLoan,2024
LN100579,2021-11,335800.0,4.079,360,740-779,60-75,35-43,OH,PURCHASE,OWNER,SFR,DeltaHome,2021
LN100580,2021-10,287000.0,4.704,180,620-679,<=60,<=20,TX,CASHOUT_REFI,OWNER,TOWNHOUSE,AlphaServ,2021
LN100581,2024-06,346300.0,6.869,360,680-739,<=60,<=20,PA,REFINANCE,OWNER,SFR,BetaLoan,2024
LN100582,2021-11,226300.0,4.046,360,680-739,75-85,>43,IL,PURCHASE,OWNER,SFR,DeltaHome,2021
LN100583,2021-09,500900.0,5.437,360,<620,60-75,>43,PA,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2021
LN100584,2022-11,362400.0,5.227,360,780+,75-85,35-43,CA,REFINANCE,INVESTOR,SFR,BetaLoan,2022
LN100585,2024-09,325800.0,6.848,360,680-739,60-75,>43,TX,REFINANCE,OWNER,MULTI_2_4,AlphaServ,2024
LN100586,2023-11,318800.0,6.242,360,740-779,<=60,<=20,CA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100587,2021-11,429700.0,4.171,360,680-739,<=60,20-35,IL,REFINANCE,OWNER,SFR,CasaMortgage,2021
LN100588,2024-06,404200.0,5.938,360,780+,<=60,35-43,NY,REFINANCE,SECOND_HOME,SFR,BetaLoan,2024
LN100589,2024-06,242600.0,7.214,180,620-679,85-95,>43,NY,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100590,2024-04,398600.0,6.568,240,680-739,75-85,20-35,FL,REFINANCE,OWNER,SFR,BetaLoan,2024
LN100591,2024-08,276000.0,6.251,360,740-779,75-85,20-35,NY,CASHOUT_REFI,INVESTOR,SFR,AlphaServ,2024
LN100592,2022-05,604800.0,4.957,360,680-739,85-95,35-43,NY,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN100593,2024-12,418300.0,7.03,360,620-679,60-75,<=20,CA,REFINANCE,OWNER,MULTI_2_4,BetaLoan,2024
LN100594,2022-08,192600.0,4.613,360,780+,85-95,35-43,OH,PURCHASE,OWNER,SFR,AlphaServ,2022
LN100595,2024-04,728600.0,6.618,360,680-739,85-95,20-35,PA,REFINANCE,OWNER,SFR,EagleTrust,2024
LN100596,2023-07,99100.0,6.103,180,740-779,85-95,20-35,WA,REFINANCE,OWNER,SFR,BetaLoan,2023
LN100597,2024-03,340000.0,6.6,360,680-739,85-95,20-35,CA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100598,2023-09,186600.0,6.162,360,780+,<=60,35-43,NY,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100599,2023-09,595400.0,6.046,360,780+,75-85,>43,TX,REFINANCE,OWNER,CONDO,DeltaHome,2023
LN100600,2023-08,286000.0,6.051,360,740-779,75-85,20-35,OH,REFINANCE,INVESTOR,SFR,AlphaServ,2023
LN100601,2024-03,178600.0,7.22,360,620-679,85-95,>43,FL,REFINANCE,OWNER,TOWNHOUSE,EagleTrust,2024
LN100602,2024-02,226400.0,7.37,360,<620,60-75,20-35,AZ,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN100603,2021-12,185100.0,3.972,360,740-779,<=60,20-35,WA,REFINANCE,SECOND_HOME,SFR,AlphaServ,2021
LN100604,2024-05,222400.0,6.255,240,740-779,>95,35-43,FL,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2024
LN100605,2023-05,220200.0,6.149,360,680-739,75-85,<=20,FL,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100606,2022-08,182000.0,5.497,360,620-679,60-75,20-35,OH,PURCHASE,OWNER,SFR,EagleTrust,2022
LN100607,2023-04,288200.0,6.309,360,680-739,<=60,35-43,GA,PURCHASE,OWNER,SFR,DeltaHome,2023
LN100608,2024-11,304400.0,6.529,180,680-739,75-85,20-35,MI,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN100609,2024-07,163000.0,6.595,360,740-779,60-75,>43,CA,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN100610,2024-06,121000.0,6.904,360,620-679,60-75,20-35,CA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100611,2023-02,293600.0,5.534,360,740-779,>95,20-35,NC,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2023
LN100612,2024-03,324300.0,6.059,360,740-779,<=60,20-35,IL,CASHOUT_REFI,OWNER,SFR,DeltaHome,2024
LN100613,2022-11,354500.0,4.837,180,780+,60-75,20-35,NC,REFINANCE,OWNER,MULTI_2_4,EagleTrust,2022
LN100614,2023-11,327100.0,6.786,240,620-679,85-95,35-43,FL,CASHOUT_REFI,INVESTOR,TOWNHOUSE,AlphaServ,2023
LN100615,2023-09,518000.0,5.811,360,780+,60-75,<=20,TX,PURCHASE,OWNER,CONDO,CasaMortgage,2023
LN100616,2022-05,399800.0,4.36,240,740-779,60-75,35-43,CA,PURCHASE,OWNER,MULTI_2_4,EagleTrust,2022
LN100617,2022-06,852500.0,4.615,360,740-779,75-85,<=20,MI,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100618,2021-09,1030200.0,4.882,360,<620,85-95,20-35,NY,PURCHASE,OWNER,SFR,BetaLoan,2021
LN100619,2021-12,115700.0,4.59,360,680-739,75-85,35-43,CA,PURCHASE,OWNER,SFR,AlphaServ,2021
LN100620,2023-01,95000.0,5.508,360,740-779,85-95,20-35,TX,PURCHASE,OWNER,CONDO,EagleTrust,2023
LN100621,2023-03,254400.0,6.191,360,680-739,85-95,20-35,PA,PURCHASE,INVESTOR,CONDO,CasaMortgage,2023
LN100622,2022-01,320300.0,4.208,360,680-739,75-85,20-35,IL,REFINANCE,OWNER,SFR,DeltaHome,2022
LN100623,2022-12,246700.0,5.632,180,680-739,75-85,20-35,PA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2022
LN100624,2023-08,350300.0,6.466,360,680-739,85-95,20-35,WA,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100625,2022-04,226000.0,5.624,360,<620,<=60,>43,CA,PURCHASE,OWNER,SFR,EagleTrust,2022
LN100626,2022-09,186800.0,5.454,360,680-739,75-85,<=20,WA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100627,2022-10,199900.0,5.601,180,620-679,<=60,20-35,FL,REFINANCE,OWNER,SFR,BetaLoan,2022
LN100628,2023-04,233300.0,6.113,360,780+,60-75,20-35,NC,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100629,2022-10,373100.0,5.223,360,780+,>95,35-43,NY,PURCHASE,OWNER,SFR,AlphaServ,2022
LN100630,2024-01,205000.0,7.009,180,620-679,<=60,<=20,GA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100631,2022-08,224100.0,5.618,360,620-679,60-75,<=20,GA,PURCHASE,OWNER,CONDO,BetaLoan,2022
LN100632,2023-01,329900.0,6.266,240,620-679,60-75,20-35,CA,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100633,2022-10,233400.0,5.263,360,680-739,75-85,35-43,NY,REFINANCE,INVESTOR,SFR,DeltaHome,2022
LN100634,2022-02,421900.0,3.705,180,780+,85-95,<=20,TX,REFINANCE,OWNER,SFR,EagleTrust,2022
LN100635,2023-11,168800.0,6.319,360,680-739,75-85,35-43,CA,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2023
LN100636,2022-04,153100.0,5.32,360,<620,85-95,20-35,OH,PURCHASE,OWNER,SFR,AlphaServ,2022
LN100637,2022-07,292800.0,6.223,240,<620,75-85,>43,NC,REFINANCE,INVESTOR,SFR,AlphaServ,2022
LN100638,2024-04,306200.0,6.912,240,620-679,>95,>43,TX,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100639,2024-10,173000.0,6.443,180,740-779,85-95,35-43,CA,PURCHASE,OWNER,CONDO,CasaMortgage,2024
LN100640,2023-11,467200.0,6.182,360,740-779,60-75,35-43,WA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN100641,2024-09,607000.0,6.542,180,680-739,85-95,35-43,IL,PURCHASE,OWNER,TOWNHOUSE,DeltaHome,2024
LN100642,2024-06,192400.0,6.956,360,620-679,60-75,35-43,GA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2024
LN100643,2023-03,498500.0,5.443,360,780+,75-85,<=20,CA,CASHOUT_REFI,INVESTOR,SFR,CasaMortgage,2023
LN100644,2024-03,87400.0,7.309,360,620-679,60-75,35-43,GA,PURCHASE,OWNER,SFR,EagleTrust,2024
LN100645,2022-08,414300.0,4.681,360,780+,75-85,20-35,MI,REFINANCE,OWNER,SFR,AlphaServ,2022
LN100646,2023-02,173500.0,5.695,360,780+,>95,35-43,CA,PURCHASE,OWNER,SFR,EagleTrust,2023
LN100647,2023-05,396000.0,6.266,360,680-739,85-95,20-35,IL,REFINANCE,OWNER,SFR,DeltaHome,2023
LN100648,2024-11,165600.0,6.276,360,780+,75-85,35-43,CA,PURCHASE,OWNER,CONDO,BetaLoan,2024
LN100649,2024-06,247500.0,7.016,360,620-679,>95,20-35,CA,PURCHASE,OWNER,MULTI_2_4,BetaLoan,2024
LN100650,2023-03,177300.0,5.7,360,740-779,60-75,20-35,GA,REFINANCE,SECOND_HOME,CONDO,AlphaServ,2023
LN100651,2023-10,231800.0,6.631,360,620-679,60-75,20-35,GA,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100652,2022-03,581600.0,4.68,360,680-739,85-95,35-43,OH,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2022
LN100653,2024-04,243100.0,7.277,360,620-679,<=60,20-35,IL,CASHOUT_REFI,OWNER,SFR,AlphaServ,2024
LN100654,2023-06,659800.0,7.377,360,<620,85-95,>43,IL,PURCHASE,OWNER,CONDO,BetaLoan,2023
LN100655,2023-05,214600.0,7.049,180,<620,<=60,35-43,IL,PURCHASE,OWNER,CONDO,EagleTrust,2023
LN100656,2024-03,499500.0,7.139,180,620-679,60-75,35-43,FL,PURCHASE,OWNER,SFR,EagleTrust,2024
LN100657,2023-09,122800.0,5.968,360,740-779,60-75,>43,TX,REFINANCE,OWNER,CONDO,DeltaHome,2023
LN100658,2021-10,224400.0,3.996,360,680-739,60-75,20-35,TX,PURCHASE,OWNER,SFR,AlphaServ,2021
LN100659,2022-07,200500.0,4.897,360,680-739,60-75,>43,AZ,CASHOUT_REFI,SECOND_HOME,SFR,BetaLoan,2022
LN100660,2022-02,509900.0,3.83,360,780+,<=60,20-35,TX,PURCHASE,OWNER,CONDO,CasaMortgage,2022
LN100661,2024-01,277400.0,6.178,360,780+,<=60,<=20,FL,REFINANCE,OWNER,MULTI_2_4,AlphaServ,2024
LN100662,2021-08,99700.0,4.641,360,620-679,85-95,<=20,IL,PURCHASE,OWNER,SFR,DeltaHome,2021
LN100663,2022-03,141600.0,4.473,360,680-739,75-85,<=20,MI,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100664,2023-08,161800.0,6.401,360,740-779,60-75,20-35,MI,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100665,2023-12,388600.0,6.161,360,740-779,<=60,20-35,NC,PURCHASE,OWNER,CONDO,DeltaHome,2023
LN100666,2023-04,366700.0,6.354,360,680-739,60-75,>43,FL,REFINANCE,OWNER,SFR,CasaMortgage,2023
LN100667,2024-07,223000.0,6.228,360,740-779,60-75,20-35,TX,REFINANCE,INVESTOR,SFR,DeltaHome,2024
LN100668,2024-09,199400.0,7.47,360,<620,75-85,>43,PA,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2024
LN100669,2021-12,352300.0,4.309,180,680-739,<=60,35-43,AZ,REFINANCE,OWNER,CONDO,EagleTrust,2021
LN100670,2024-11,153500.0,6.374,360,740-779,>95,35-43,AZ,PURCHASE,OWNER,SFR,DeltaHome,2024
LN100671,2023-08,313600.0,6.079,180,740-779,60-75,35-43,PA,PURCHASE,INVESTOR,SFR,EagleTrust,2023
LN100672,2023-09,301800.0,5.658,360,780+,75-85,>43,FL,PURCHASE,OWNER,SFR,EagleTrust,2023
LN100673,2021-10,225600.0,5.217,360,<620,85-95,<=20,CA,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN100674,2023-09,305300.0,6.859,360,620-679,60-75,20-35,NC,REFINANCE,OWNER,SFR,DeltaHome,2023
LN100675,2024-01,267300.0,7.786,360,<620,<=60,20-35,GA,REFINANCE,INVESTOR,SFR,BetaLoan,2024
LN100676,2023-07,319300.0,6.529,360,620-679,60-75,20-35,TX,REFINANCE,OWNER,TOWNHOUSE,AlphaServ,2023
LN100677,2021-10,140000.0,5.042,240,<620,75-85,20-35,GA,PURCHASE,OWNER,SFR,BetaLoan,2021
LN100678,2023-04,336600.0,5.854,360,680-739,85-95,20-35,WA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100679,2024-10,405100.0,6.566,180,680-739,60-75,>43,TX,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2024
LN100680,2024-01,294900.0,6.591,360,680-739,85-95,20-35,FL,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN100681,2021-12,334600.0,4.55,360,680-739,75-85,>43,NY,CASHOUT_REFI,OWNER,SFR,AlphaServ,2021
LN100682,2024-11,242900.0,7.51,360,<620,85-95,<=20,TX,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100683,2024-11,381200.0,6.432,360,680-739,<=60,35-43,MI,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100684,2022-02,262900.0,5.37,360,<620,85-95,20-35,NC,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100685,2024-04,152300.0,6.479,360,740-779,60-75,>43,TX,PURCHASE,OWNER,CONDO,BetaLoan,2024
LN100686,2022-12,369200.0,6.29,360,<620,60-75,35-43,PA,CASHOUT_REFI,OWNER,SFR,BetaLoan,2022
LN100687,2023-07,122300.0,6.46,360,680-739,75-85,<=20,NY,PURCHASE,OWNER,MULTI_2_4,CasaMortgage,2023
LN100688,2023-01,289900.0,5.202,180,780+,>95,>43,OH,PURCHASE,OWNER,SFR,AlphaServ,2023
LN100689,2024-03,214700.0,6.531,360,680-739,60-75,20-35,NC,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2024
LN100690,2024-12,208600.0,6.498,360,680-739,60-75,>43,AZ,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100691,2024-04,275800.0,6.029,360,740-779,>95,<=20,TX,REFINANCE,OWNER,CONDO,AlphaServ,2024
LN100692,2024-10,185500.0,7.176,360,<620,85-95,20-35,OH,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100693,2024-10,321400.0,6.665,360,680-739,85-95,20-35,NC,REFINANCE,OWNER,SFR,DeltaHome,2024
LN100694,2021-10,261900.0,3.603,360,780+,75-85,35-43,AZ,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN100695,2022-05,193300.0,4.261,360,780+,75-85,35-43,MI,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2022
LN100696,2024-01,466100.0,6.613,360,680-739,>95,35-43,AZ,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100697,2023-07,279900.0,6.138,360,680-739,<=60,<=20,CA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN100698,2021-09,339000.0,3.699,360,740-779,85-95,20-35,NY,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN100699,2021-10,482900.0,4.018,360,680-739,75-85,20-35,FL,REFINANCE,OWNER,TOWNHOUSE,CasaMortgage,2021
LN100700,2023-04,479300.0,6.125,360,620-679,>95,20-35,IL,REFINANCE,INVESTOR,SFR,BetaLoan,2023
LN100701,2023-08,331300.0,6.78,240,620-679,75-85,20-35,PA,PURCHASE,OWNER,SFR,EagleTrust,2023
LN100702,2022-02,222700.0,4.824,180,620-679,60-75,20-35,IL,PURCHASE,OWNER,SFR,EagleTrust,2022
LN100703,2022-02,134100.0,4.539,360,680-739,85-95,20-35,CA,REFINANCE,OWNER,CONDO,AlphaServ,2022
LN100704,2021-12,280100.0,4.76,360,620-679,>95,35-43,NC,PURCHASE,OWNER,SFR,AlphaServ,2021
LN100705,2023-06,417700.0,6.887,360,<620,>95,20-35,CA,PURCHASE,OWNER,TOWNHOUSE,EagleTrust,2023
LN100706,2021-07,299400.0,4.652,180,<620,60-75,>43,CA,REFINANCE,OWNER,SFR,DeltaHome,2021
LN100707,2023-07,54200.0,5.75,180,780+,60-75,35-43,NC,PURCHASE,INVESTOR,SFR,AlphaServ,2023
LN100708,2023-02,377600.0,6.883,360,<620,85-95,35-43,PA,PURCHASE,OWNER,SFR,DeltaHome,2023
LN100709,2023-02,388200.0,6.752,360,<620,75-85,35-43,FL,PURCHASE,OWNER,CONDO,CasaMortgage,2023
LN100710,2023-11,222900.0,6.388,360,680-739,<=60,20-35,OH,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN100711,2023-04,398200.0,6.781,360,620-679,60-75,>43,OH,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2023
LN100712,2024-01,338600.0,6.176,240,780+,<=60,20-35,CA,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2024
LN100713,2024-03,187500.0,6.224,180,780+,60-75,20-35,OH,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100714,2024-09,452300.0,6.63,360,680-739,60-75,35-43,CA,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100715,2024-04,144300.0,6.403,180,680-739,>95,35-43,PA,CASHOUT_REFI,OWNER,SFR,BetaLoan,2024
LN100716,2023-04,248800.0,6.276,360,680-739,85-95,20-35,MI,REFINANCE,OWNER,SFR,AlphaServ,2023
LN100717,2023-03,237800.0,7.404,180,<620,<=60,35-43,FL,PURCHASE,OWNER,SFR,BetaLoan,2023
LN100718,2022-04,176100.0,4.762,360,680-739,75-85,35-43,TX,CASHOUT_REFI,OWNER,TOWNHOUSE,AlphaServ,2022
LN100719,2023-08,292600.0,6.797,360,620-679,75-85,20-35,TX,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2023
LN100720,2021-12,460300.0,4.421,360,620-679,85-95,>43,WA,PURCHASE,SECOND_HOME,CONDO,EagleTrust,2021
LN100721,2024-10,447500.0,6.411,240,680-739,85-95,20-35,PA,CASHOUT_REFI,OWNER,CONDO,CasaMortgage,2024
LN100722,2024-06,353500.0,7.626,180,<620,<=60,35-43,PA,REFINANCE,OWNER,SFR,BetaLoan,2024
LN100723,2021-12,119000.0,4.813,360,620-679,>95,35-43,IL,CASHOUT_REFI,INVESTOR,CONDO,BetaLoan,2021
LN100724,2024-04,139900.0,6.417,360,680-739,<=60,<=20,PA,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN100725,2021-11,275100.0,4.32,360,680-739,85-95,35-43,OH,PURCHASE,INVESTOR,SFR,EagleTrust,2021
LN100726,2024-01,251300.0,7.299,360,<620,>95,<=20,FL,PURCHASE,INVESTOR,SFR,EagleTrust,2024
LN100727,2021-10,204000.0,5.235,360,<620,85-95,35-43,NY,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN100728,2023-03,601600.0,6.56,360,620-679,60-75,35-43,NY,PURCHASE,OWNER,CONDO,BetaLoan,2023
LN100729,2023-10,267700.0,7.074,360,620-679,60-75,35-43,FL,PURCHASE,SECOND_HOME,SFR,AlphaServ,2023
LN100730,2024-01,325800.0,6.184,240,740-779,<=60,>43,TX,PURCHASE,OWNER,SFR,AlphaServ,2024
LN100731,2022-12,398100.0,5.338,360,780+,<=60,35-43,NY,CASHOUT_REFI,OWNER,SFR,AlphaServ,2022
LN100732,2024-09,261600.0,6.588,360,680-739,<=60,20-35,OH,PURCHASE,OWNER,SFR,BetaLoan,2024
LN100733,2024-03,819100.0,6.669,360,680-739,<=60,20-35,TX,CASHOUT_REFI,OWNER,SFR,AlphaServ,2024
LN100734,2022-03,167200.0,4.26,360,740-779,75-85,35-43,CA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100735,2023-11,194300.0,6.073,360,740-779,<=60,20-35,NC,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2023
LN100736,2024-01,167000.0,7.031,360,620-679,75-85,20-35,IL,CASHOUT_REFI,OWNER,SFR,DeltaHome,2024
LN100737,2022-09,515700.0,5.781,240,620-679,85-95,20-35,FL,PURCHASE,OWNER,SFR,BetaLoan,2022
LN100738,2024-02,366200.0,6.388,180,680-739,<=60,>43,AZ,PURCHASE,OWNER,SFR,DeltaHome,2024
LN100739,2024-08,199800.0,6.686,360,680-739,75-85,35-43,IL,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2024
LN100740,2024-05,173000.0,7.597,360,<620,85-95,>43,FL,REFINANCE,OWNER,SFR,AlphaServ,2024
LN100741,2024-03,476000.0,6.875,360,620-679,75-85,20-35,TX,REFINANCE,OWNER,SFR,DeltaHome,2024
LN100742,2023-09,300400.0,6.508,360,680-739,75-85,>43,FL,PURCHASE,OWNER,MULTI_2_4,CasaMortgage,2023
LN100743,2022-06,481500.0,4.781,360,680-739,85-95,35-43,TX,PURCHASE,OWNER,CONDO,AlphaServ,2022
LN100744,2024-04,248400.0,6.708,240,680-739,75-85,20-35,PA,CASHOUT_REFI,INVESTOR,SFR,EagleTrust,2024
LN100745,2022-10,321300.0,4.979,360,740-779,75-85,20-35,AZ,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN100746,2023-05,292200.0,6.465,360,680-739,85-95,>43,NY,PURCHASE,OWNER,SFR,BetaLoan,2023
LN100747,2022-08,192800.0,5.789,360,620-679,85-95,>43,TX,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN100748,2022-08,239200.0,5.707,360,620-679,60-75,20-35,CA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN100749,2022-01,149800.0,4.221,360,780+,75-85,35-43,NC,REFINANCE,OWNER,SFR,AlphaServ,2022
LN100750,2024-11,318800.0,6.78,360,680-739,85-95,>43,AZ,PURCHASE,OWNER,SFR,DeltaHome,2024
LN100751,2022-01,359500.0,5.439,360,<620,75-85,20-35,NY,PURCHASE,OWNER,CONDO,DeltaHome,2022
LN100752,2021-10,398500.0,4.861,360,620-679,85-95,20-35,AZ,PURCHASE,INVESTOR,SFR,CasaMortgage,2021
LN100753,2024-10,344500.0,6.225,360,740-779,<=60,35-43,TX,CASHOUT_REFI,OWNER,SFR,BetaLoan,2024
LN100754,2023-06,240900.0,5.9,360,740-779,<=60,<=20,GA,REFINANCE,OWNER,SFR,DeltaHome,2023
LN100755,2023-01,513200.0,5.507,360,780+,75-85,35-43,CA,PURCHASE,OWNER,CONDO,AlphaServ,2023
LN100756,2024-01,381400.0,6.553,360,680-739,85-95,20-35,OH,PURCHASE,SECOND_HOME,SFR,EagleTrust,2024
LN100757,2022-11,476800.0,5.742,360,680-739,60-75,20-35,GA,PURCHASE,OWNER,SFR,EagleTrust,2022
LN100758,2021-12,490500.0,4.158,360,680-739,>95,20-35,GA,PURCHASE,OWNER,CONDO,BetaLoan,2021
LN100759,2024-01,241200.0,6.854,360,620-679,85-95,35-43,MI,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN100760,2022-02,303900.0,3.891,240,740-779,85-95,20-35,CA,REFINANCE,INVESTOR,SFR,CasaMortgage,2022
LN100761,2023-06,361700.0,5.8,360,740-779,85-95,20-35,TX,PURCHASE,OWNER,TOWNHOUSE,DeltaHome,2023
LN100762,2024-10,152200.0,7.009,180,620-679,60-75,20-35,NC,PURCHASE,OWNER,MULTI_2_4,DeltaHome,2024
