loan_id,reporting_month,corruption_type
LN108761,2023-10,BALANCE_MISMATCH
LN100992,2022-11,STALE_UPDATE
LN106615,2024-03,DATE_INVALID
LN102368,2023-07,DATE_INVALID
LN106773,2024-09,DOC_GAP
LN105787,2024-10,DUPLICATE_RECORD
LN100912,2024-02,DATE_INVALID
LN108132,2024-05,DOC_GAP
LN103211,2025-03,BALANCE_MISMATCH
LN100353,2023-12,DOC_GAP
LN107830,2023-06,BALANCE_MISMATCH
LN106464,2022-06,BALANCE_MISMATCH
LN105655,2024-07,STALE_UPDATE
LN108323,2024-11,STATUS_INCONSISTENT
LN104946,2025-06,BALANCE_MISMATCH
LN105768,2024-06,DOC_GAP
LN107402,2022-12,STATUS_INCONSISTENT
LN105712,2024-08,STATUS_INCONSISTENT
LN105884,2022-01,STATUS_INCONSISTENT
LN104955,2022-10,STALE_UPDATE
LN106760,2025-08,STALE_UPDATE
LN103364,2023-05,DUPLICATE_RECORD
LN105908,2025-04,BALANCE_MISMATCH
LN107806,2024-02,STATUS_INCONSISTENT
LN101055,2025-12,DOC_GAP
LN107822,2024-03,DATE_INVALID
LN107987,2023-03,DATE_INVALID
LN100410,2024-02,STALE_UPDATE
LN103112,2023-11,STATUS_INCONSISTENT
LN101486,2023-07,STATUS_INCONSISTENT
LN104216,2025-04,STALE_UPDATE
LN100864,2025-11,DUPLICATE_RECORD
LN105861,2024-02,DOC_GAP
LN102746,2023-02,DATE_INVALID
LN107180,2023-01,DOC_GAP
LN108975,2023-09,STATUS_INCONSISTENT
LN106970,2022-05,BALANCE_MISMATCH
LN103606,2024-08,BALANCE_MISMATCH
LN106118,2025-10,STATUS_INCONSISTENT
LN100127,2024-04,BALANCE_MISMATCH
LN107046,2025-10,STATUS_INCONSISTENT
LN107469,2022-12,DOC_GAP
LN100798,2025-02,BALANCE_MISMATCH
LN105088,2025-06,BALANCE_MISMATCH
LN106721,2023-11,DUPLICATE_RECORD
LN107315,2024-09,STALE_UPDATE
LN101181,2025-10,STALE_UPDATE
LN101953,2024-02,DATE_INVALID
LN103151,2025-10,DUPLICATE_RECORD
LN105831,2025-07,DATE_INVALID
LN102794,2025-08,STALE_UPDATE
LN107943,2022-11,STALE_UPDATE
LN100478,2025-08,DATE_INVALID
LN102766,2023-09,STATUS_INCONSISTENT
LN104348,2024-07,STALE_UPDATE
LN106174,2025-10,DUPLICATE_RECORD
LN106042,2025-12,STALE_UPDATE
LN102303,2025-11,BALANCE_MISMATCH
LN106812,2025-04,STALE_UPDATE
LN100930,2023-05,DATE_INVALID
LN105715,2023-10,STALE_UPDATE
LN106917,2025-11,STALE_UPDATE
LN100807,2024-02,STALE_UPDATE
LN103120,2025-07,STATUS_INCONSISTENT
LN101832,2024-09,STALE_UPDATE
LN107033,2024-09,DATE_INVALID
LN103756,2023-12,BALANCE_MISMATCH
LN107005,2023-02,STALE_UPDATE
LN108604,2024-02,DUPLICATE_RECORD
LN105858,2024-05,STALE_UPDATE
LN102363,2024-01,DOC_GAP
LN100993,2025-10,STATUS_INCONSISTENT
LN106875,2025-09,DATE_INVALID
LN105305,2024-11,DATE_INVALID
LN108397,2024-08,BALANCE_MISMATCH
LN106493,2025-09,DUPLICATE_RECORD
LN103717,2024-06,STATUS_INCONSISTENT
LN105611,2023-11,DATE_INVALID
LN106100,2023-08,BALANCE_MISMATCH
LN106567,2023-02,STATUS_INCONSISTENT
LN100727,2024-07,STALE_UPDATE
LN104296,2025-08,STATUS_INCONSISTENT
LN101647,2024-11,STATUS_INCONSISTENT
LN103283,2025-07,STALE_UPDATE
LN100528,2025-01,STATUS_INCONSISTENT
LN106619,2022-06,STATUS_INCONSISTENT
LN108191,2024-08,STATUS_INCONSISTENT
LN108098,2021-12,DATE_INVALID
LN108280,2025-01,DATE_INVALID
LN102760,2023-10,STATUS_INCONSISTENT
LN105705,2024-09,DUPLICATE_RECORD
LN108311,2025-08,DUPLICATE_RECORD
LN107414,2025-04,STALE_UPDATE
LN105104,2023-01,BALANCE_MISMATCH
LN103474,2025-09,DUPLICATE_RECORD
LN101482,2025-10,BALANCE_MISMATCH
LN102092,2024-12,STATUS_INCONSISTENT
LN107523,2025-02,STALE_UPDATE
LN101089,2022-01,STATUS_INCONSISTENT
LN100480,2024-10,STATUS_INCONSISTENT
LN104233,2024-03,STATUS_INCONSISTENT
LN106014,2024-05,STATUS_INCONSISTENT
LN102448,2025-05,DOC_GAP
LN105857,2023-02,STATUS_INCONSISTENT
LN104027,2025-04,STATUS_INCONSISTENT
LN102408,2024-11,STALE_UPDATE
LN106441,2022-06,BALANCE_MISMATCH
LN100450,2025-05,BALANCE_MISMATCH
LN100253,2025-11,STALE_UPDATE
LN100896,2025-12,BALANCE_MISMATCH
LN105908,2025-05,STALE_UPDATE
LN101628,2023-04,BALANCE_MISMATCH
LN101339,2025-10,DATE_INVALID
LN107728,2023-08,DATE_INVALID
LN108993,2025-12,STALE_UPDATE
LN102564,2024-04,STATUS_INCONSISTENT
LN101639,2025-01,STATUS_INCONSISTENT
LN102931,2023-12,DOC_GAP
LN100177,2025-05,DATE_INVALID
LN103461,2024-12,STALE_UPDATE
LN106411,2025-12,DUPLICATE_RECORD
LN105749,2025-08,DUPLICATE_RECORD
LN100374,2024-09,DOC_GAP
LN107755,2025-03,DOC_GAP
LN100869,2021-11,DOC_GAP
LN106465,2023-05,STATUS_INCONSISTENT
LN104867,2025-05,DOC_GAP
LN105934,2025-07,STALE_UPDATE
LN105386,2025-12,BALANCE_MISMATCH
LN103588,2025-04,BALANCE_MISMATCH
LN104119,2022-10,DOC_GAP
LN108671,2024-12,BALANCE_MISMATCH
LN106766,2023-12,DOC_GAP
LN102112,2025-02,DUPLICATE_RECORD
LN108298,2023-10,STATUS_INCONSISTENT
LN101742,2023-07,STATUS_INCONSISTENT
LN102405,2025-07,BALANCE_MISMATCH
LN100548,2024-12,BALANCE_MISMATCH
LN104045,2021-07,STALE_UPDATE
LN103359,2024-12,BALANCE_MISMATCH
LN102300,2023-10,STATUS_INCONSISTENT
LN107488,2025-02,DATE_INVALID
LN104484,2024-09,DOC_GAP
LN104284,2022-05,DATE_INVALID
LN102266,2024-12,DOC_GAP
LN100473,2024-09,BALANCE_MISMATCH
LN105965,2022-05,STATUS_INCONSISTENT
LN106762,2022-08,BALANCE_MISMATCH
LN105568,2024-09,DATE_INVALID
LN102032,2022-09,BALANCE_MISMATCH
LN100871,2025-05,DOC_GAP
LN101430,2023-10,DATE_INVALID
LN100817,2025-03,STATUS_INCONSISTENT
LN100960,2022-11,DOC_GAP
LN108176,2022-05,STATUS_INCONSISTENT
LN106900,2022-10,DOC_GAP
LN100221,2025-06,DUPLICATE_RECORD
LN104925,2023-02,STALE_UPDATE
LN106981,2023-07,BALANCE_MISMATCH
LN105935,2025-04,DUPLICATE_RECORD
LN103746,2023-01,STALE_UPDATE
LN103356,2023-08,STATUS_INCONSISTENT
LN105108,2025-07,STATUS_INCONSISTENT
LN100465,2025-10,BALANCE_MISMATCH
LN105622,2023-03,STALE_UPDATE
LN103470,2024-04,DUPLICATE_RECORD
LN101602,2025-10,DOC_GAP
LN101968,2025-04,DATE_INVALID
LN104416,2024-11,BALANCE_MISMATCH
LN103157,2025-11,BALANCE_MISMATCH
LN106488,2022-04,BALANCE_MISMATCH
LN105857,2022-12,BALANCE_MISMATCH
LN105176,2025-11,DUPLICATE_RECORD
LN102870,2024-01,DOC_GAP
LN107114,2023-08,DATE_INVALID
LN103912,2023-07,STALE_UPDATE
LN103816,2025-04,DATE_INVALID
LN107895,2022-08,DOC_GAP
LN101282,2025-07,BALANCE_MISMATCH
LN107507,2025-03,BALANCE_MISMATCH
LN105158,2022-12,DOC_GAP
LN105325,2023-07,STATUS_INCONSISTENT
LN108041,2024-02,DOC_GAP
LN108974,2024-12,BALANCE_MISMATCH
LN102305,2023-09,STATUS_INCONSISTENT
LN100233,2025-04,BALANCE_MISMATCH
LN108810,2025-02,STATUS_INCONSISTENT
LN107386,2024-05,DATE_INVALID
LN101560,2025-07,STATUS_INCONSISTENT
LN107439,2023-04,STATUS_INCONSISTENT
LN103630,2024-08,STALE_UPDATE
LN108486,2025-05,STALE_UPDATE
LN103573,2023-03,STALE_UPDATE
LN104184,2022-11,STATUS_INCONSISTENT
LN102791,2024-04,STALE_UPDATE
LN103993,2025-12,BALANCE_MISMATCH
LN107686,2022-10,BALANCE_MISMATCH
LN108341,2024-11,DOC_GAP
LN100834,2025-06,BALANCE_MISMATCH
LN104099,2024-05,STATUS_INCONSISTENT
LN102771,2022-03,DATE_INVALID
LN100617,2023-12,DUPLICATE_RECORD
LN102808,2025-06,DUPLICATE_RECORD
LN104991,2023-10,DATE_INVALID
LN104394,2023-04,DOC_GAP
LN101928,2022-10,DUPLICATE_RECORD
LN102569,2024-10,BALANCE_MISMATCH
LN103969,2024-02,BALANCE_MISMATCH
LN100655,2024-10,DATE_INVALID
LN104707,2025-07,DATE_INVALID
LN105067,2021-07,STATUS_INCONSISTENT
LN100087,2024-01,BALANCE_MISMATCH
LN103172,2024-12,STATUS_INCONSISTENT
LN105009,2023-02,DATE_INVALID
LN105302,2024-05,STALE_UPDATE
LN103758,2023-06,BALANCE_MISMATCH
LN107011,2025-04,DATE_INVALID
LN108602,2023-01,STALE_UPDATE
LN101840,2025-02,DATE_INVALID
LN102953,2025-06,BALANCE_MISMATCH
LN107097,2022-01,DUPLICATE_RECORD
LN103307,2024-06,DUPLICATE_RECORD
LN107653,2022-12,STALE_UPDATE
LN101004,2023-09,DUPLICATE_RECORD
LN103429,2022-09,DOC_GAP
LN102695,2022-10,BALANCE_MISMATCH
LN108971,2023-05,BALANCE_MISMATCH
LN104394,2024-10,BALANCE_MISMATCH
LN104092,2023-08,DOC_GAP
LN105204,2024-08,DATE_INVALID
LN101605,2025-07,STALE_UPDATE
LN108078,2022-10,DATE_INVALID
LN103927,2023-12,DATE_INVALID
LN108341,2025-05,DATE_INVALID
LN101965,2025-11,STALE_UPDATE
LN105636,2022-06,DATE_INVALID
LN107644,2023-03,DATE_INVALID
LN102205,2025-06,STALE_UPDATE
LN100784,2023-08,STATUS_INCONSISTENT
LN101128,2023-08,STATUS_INCONSISTENT
LN104250,2025-04,STALE_UPDATE
LN101663,2024-04,STATUS_INCONSISTENT
LN100508,2024-11,DATE_INVALID
LN105101,2024-09,STALE_UPDATE
LN101893,2024-02,STALE_UPDATE
LN106542,2025-12,STALE_UPDATE
LN105030,2024-08,DATE_INVALID
LN107616,2023-08,DUPLICATE_RECORD
LN108536,2023-09,STATUS_INCONSISTENT
LN106300,2023-02,STATUS_INCONSISTENT
LN108970,2025-12,DOC_GAP
LN108932,2024-09,STATUS_INCONSISTENT
LN103151,2023-01,DOC_GAP
LN105769,2024-10,STALE_UPDATE
LN100852,2025-08,STATUS_INCONSISTENT
LN108589,2024-08,BALANCE_MISMATCH
LN101930,2022-09,STATUS_INCONSISTENT
LN102013,2024-11,BALANCE_MISMATCH
LN101690,2024-12,STATUS_INCONSISTENT
LN102832,2022-11,STATUS_INCONSISTENT
LN103226,2024-11,DOC_GAP
LN102102,2023-11,DOC_GAP
LN108815,2025-07,STATUS_INCONSISTENT
LN102009,2024-05,DOC_GAP
LN102427,2025-04,BALANCE_MISMATCH
LN108178,2025-12,BALANCE_MISMATCH
LN101734,2024-11,DATE_INVALID
LN108945,2024-02,STALE_UPDATE
LN104256,2025-04,STATUS_INCONSISTENT
LN105767,2024-05,DOC_GAP
LN107721,2024-04,DUPLICATE_RECORD
LN105709,2025-07,DUPLICATE_RECORD
LN108180,2024-05,STALE_UPDATE
LN100270,2022-09,BALANCE_MISMATCH
LN105928,2023-10,BALANCE_MISMATCH
LN105041,2023-01,STATUS_INCONSISTENT
LN107921,2022-10,DATE_INVALID
LN108681,2024-08,DATE_INVALID
LN108342,2025-02,STALE_UPDATE
LN105966,2024-07,DATE_INVALID
LN108116,2022-03,BALANCE_MISMATCH
LN105123,2024-02,STATUS_INCONSISTENT
LN108623,2025-12,STATUS_INCONSISTENT
LN102184,2025-08,BALANCE_MISMATCH
LN107831,2025-07,STALE_UPDATE
LN104576,2024-08,DOC_GAP
LN101208,2024-10,DATE_INVALID
LN104234,2024-06,DOC_GAP
LN104301,2024-04,STALE_UPDATE
LN106824,2025-06,DOC_GAP
LN106415,2024-06,DOC_GAP
LN104874,2025-11,DOC_GAP
LN104400,2023-04,DUPLICATE_RECORD
LN103795,2023-11,STALE_UPDATE
LN107748,2025-02,DUPLICATE_RECORD
LN101356,2025-07,DUPLICATE_RECORD
LN101190,2023-07,BALANCE_MISMATCH
LN108055,2024-11,STALE_UPDATE
LN104633,2022-12,STALE_UPDATE
LN106260,2024-06,BALANCE_MISMATCH
LN107161,2025-02,DATE_INVALID
LN101939,2025-09,STATUS_INCONSISTENT
LN103901,2025-01,BALANCE_MISMATCH
LN108525,2024-11,DATE_INVALID
LN100136,2025-10,BALANCE_MISMATCH
LN105719,2023-03,STATUS_INCONSISTENT
LN101970,2025-06,STATUS_INCONSISTENT
LN108105,2025-11,STATUS_INCONSISTENT
LN103216,2023-11,DUPLICATE_RECORD
LN108153,2024-06,BALANCE_MISMATCH
LN103854,2025-07,BALANCE_MISMATCH
LN101948,2022-05,BALANCE_MISMATCH
LN107529,2025-02,DATE_INVALID
LN101281,2025-07,BALANCE_MISMATCH
LN100548,2025-12,DUPLICATE_RECORD
LN102874,2024-02,BALANCE_MISMATCH
LN104913,2024-09,STALE_UPDATE
LN106882,2025-09,STATUS_INCONSISTENT
LN103848,2024-02,DOC_GAP
LN100123,2025-06,BALANCE_MISMATCH
LN102582,2024-11,BALANCE_MISMATCH
LN108797,2023-03,DATE_INVALID
LN104617,2025-01,STALE_UPDATE
LN108294,2025-02,DATE_INVALID
LN100964,2025-09,STALE_UPDATE
LN101177,2024-08,BALANCE_MISMATCH
LN107150,2025-09,BALANCE_MISMATCH
LN103064,2025-09,DOC_GAP
LN106516,2023-09,DATE_INVALID
LN101688,2025-09,BALANCE_MISMATCH
LN100820,2023-09,STALE_UPDATE
LN102059,2023-02,DUPLICATE_RECORD
LN103907,2025-06,DUPLICATE_RECORD
LN103967,2025-10,STALE_UPDATE
LN104633,2025-05,DOC_GAP
LN103006,2024-03,DUPLICATE_RECORD
LN101821,2025-11,DUPLICATE_RECORD
LN105658,2024-12,BALANCE_MISMATCH
LN101203,2024-12,STALE_UPDATE
LN108618,2022-07,DOC_GAP
LN100989,2025-12,DATE_INVALID
LN102535,2025-09,BALANCE_MISMATCH
LN108334,2025-03,DATE_INVALID
LN104636,2025-08,BALANCE_MISMATCH
LN108303,2025-12,DUPLICATE_RECORD
LN101208,2023-12,BALANCE_MISMATCH
LN107243,2023-04,BALANCE_MISMATCH
LN105041,2022-12,DOC_GAP
LN101881,2025-12,STALE_UPDATE
LN107553,2024-12,STATUS_INCONSISTENT
LN107001,2024-04,STALE_UPDATE
LN101388,2025-07,STALE_UPDATE
LN106474,2024-10,STALE_UPDATE
LN102237,2025-09,DATE_INVALID
LN105897,2025-06,DATE_INVALID
LN106801,2023-08,STALE_UPDATE
LN108108,2025-03,BALANCE_MISMATCH
LN107695,2023-12,DATE_INVALID
LN107572,2024-11,BALANCE_MISMATCH
LN104229,2025-12,DATE_INVALID
LN101282,2024-08,BALANCE_MISMATCH
LN103636,2023-12,STALE_UPDATE
LN104741,2023-07,BALANCE_MISMATCH
LN103651,2025-10,STATUS_INCONSISTENT
LN104864,2025-10,BALANCE_MISMATCH
LN106377,2022-11,STALE_UPDATE
LN101418,2024-08,STATUS_INCONSISTENT
LN108077,2023-01,STATUS_INCONSISTENT
LN101876,2023-10,STATUS_INCONSISTENT
LN105369,2024-01,DOC_GAP
LN100154,2024-10,STATUS_INCONSISTENT
LN100636,2024-02,DUPLICATE_RECORD
LN106930,2023-11,STATUS_INCONSISTENT
LN103416,2024-05,STATUS_INCONSISTENT
LN107275,2025-08,STALE_UPDATE
LN106829,2024-01,BALANCE_MISMATCH
LN103921,2025-03,STALE_UPDATE
LN107672,2025-11,STALE_UPDATE
LN104175,2023-04,STATUS_INCONSISTENT
LN104267,2025-09,DUPLICATE_RECORD
LN105837,2022-04,DOC_GAP
LN102781,2025-05,STATUS_INCONSISTENT
LN102947,2024-07,DUPLICATE_RECORD
LN101239,2022-06,STALE_UPDATE
LN106332,2024-02,STALE_UPDATE
LN102697,2024-07,STATUS_INCONSISTENT
LN104650,2024-11,BALANCE_MISMATCH
LN100313,2024-10,STALE_UPDATE
LN100008,2023-09,DOC_GAP
LN102698,2025-05,STALE_UPDATE
LN107924,2025-07,DATE_INVALID
LN101078,2024-03,BALANCE_MISMATCH
LN108311,2024-12,STATUS_INCONSISTENT
LN107747,2025-08,DATE_INVALID
LN100091,2024-04,BALANCE_MISMATCH
LN104214,2025-03,STATUS_INCONSISTENT
LN101436,2025-08,STATUS_INCONSISTENT
LN106258,2024-10,BALANCE_MISMATCH
LN100960,2022-03,STALE_UPDATE
LN100123,2024-04,STATUS_INCONSISTENT
LN107111,2024-12,DOC_GAP
LN106350,2024-11,BALANCE_MISMATCH
LN100776,2023-01,STALE_UPDATE
LN104519,2023-05,STALE_UPDATE
LN107097,2025-02,DUPLICATE_RECORD
LN108021,2025-10,BALANCE_MISMATCH
LN101699,2025-10,DATE_INVALID
LN108172,2025-02,STALE_UPDATE
LN105230,2022-04,DATE_INVALID
LN107808,2023-08,DUPLICATE_RECORD
LN106741,2024-10,DUPLICATE_RECORD
LN106315,2025-05,DUPLICATE_RECORD
LN106292,2024-03,DOC_GAP
LN104107,2025-01,DUPLICATE_RECORD
LN100644,2025-11,STALE_UPDATE
LN102636,2023-02,STALE_UPDATE
LN107742,2025-12,STALE_UPDATE
LN106552,2024-11,BALANCE_MISMATCH
LN105788,2025-04,DOC_GAP
LN105218,2022-10,BALANCE_MISMATCH
LN100868,2025-04,STATUS_INCONSISTENT
LN108088,2024-02,BALANCE_MISMATCH
LN100230,2024-04,STATUS_INCONSISTENT
LN105022,2025-04,BALANCE_MISMATCH
LN102252,2023-01,STATUS_INCONSISTENT
LN102399,2025-04,DOC_GAP
LN103937,2023-04,STATUS_INCONSISTENT
LN101541,2023-02,BALANCE_MISMATCH
LN103829,2025-05,STATUS_INCONSISTENT
LN102514,2023-05,DATE_INVALID
LN108581,2021-11,DOC_GAP
LN105504,2024-08,STATUS_INCONSISTENT
LN102710,2021-10,BALANCE_MISMATCH
LN105434,2025-09,BALANCE_MISMATCH
LN101823,2025-11,BALANCE_MISMATCH
LN102487,2023-06,BALANCE_MISMATCH
LN107669,2025-04,STALE_UPDATE
LN108514,2025-11,STATUS_INCONSISTENT
LN106321,2025-10,STALE_UPDATE
LN105365,2023-09,DATE_INVALID
LN104878,2025-11,BALANCE_MISMATCH
LN100265,2024-12,DOC_GAP
LN102498,2024-12,STATUS_INCONSISTENT
LN100085,2025-03,BALANCE_MISMATCH
LN108262,2024-11,STATUS_INCONSISTENT
LN102601,2024-11,BALANCE_MISMATCH
LN107737,2023-10,STATUS_INCONSISTENT
LN100909,2024-02,STATUS_INCONSISTENT
LN100171,2024-07,STATUS_INCONSISTENT
LN100218,2024-09,STATUS_INCONSISTENT
LN103950,2024-12,BALANCE_MISMATCH
LN101665,2024-05,STALE_UPDATE
LN104676,2023-10,STATUS_INCONSISTENT
LN100430,2023-12,STATUS_INCONSISTENT
LN101812,2025-12,DATE_INVALID
LN100298,2023-07,STATUS_INCONSISTENT
LN107008,2025-09,STALE_UPDATE
LN101115,2023-07,DUPLICATE_RECORD
LN105352,2025-03,STATUS_INCONSISTENT
LN102356,2023-10,BALANCE_MISMATCH
LN104697,2023-12,STALE_UPDATE
LN100414,2024-01,BALANCE_MISMATCH
LN103452,2025-07,DATE_INVALID
LN108674,2025-08,STALE_UPDATE
LN101249,2025-03,STATUS_INCONSISTENT
LN106202,2024-01,BALANCE_MISMATCH
LN107668,2024-07,BALANCE_MISMATCH
LN104912,2021-11,DATE_INVALID
LN103602,2022-12,STATUS_INCONSISTENT
LN107045,2024-11,STATUS_INCONSISTENT
LN107174,2022-05,STALE_UPDATE
LN106795,2025-03,STATUS_INCONSISTENT
LN105462,2024-06,DATE_INVALID
LN103520,2024-09,DATE_INVALID
LN101676,2025-03,STALE_UPDATE
LN101760,2023-10,DOC_GAP
LN103183,2022-06,DATE_INVALID
LN108988,2022-08,STATUS_INCONSISTENT
LN102605,2024-11,DUPLICATE_RECORD
LN104720,2023-10,DUPLICATE_RECORD
LN107116,2025-11,DOC_GAP
LN102372,2024-04,DATE_INVALID
LN100298,2025-06,STATUS_INCONSISTENT
LN107701,2024-09,BALANCE_MISMATCH
LN104934,2023-01,DOC_GAP
LN100003,2024-03,STALE_UPDATE
LN106859,2025-08,BALANCE_MISMATCH
LN102466,2022-09,STALE_UPDATE
LN103172,2023-02,STALE_UPDATE
LN108823,2021-09,DATE_INVALID
LN105944,2024-05,STALE_UPDATE
LN103518,2024-01,DOC_GAP
LN101772,2024-06,STALE_UPDATE
LN108500,2023-05,DATE_INVALID
LN103426,2024-05,STATUS_INCONSISTENT
LN104472,2023-05,BALANCE_MISMATCH
LN102340,2024-11,BALANCE_MISMATCH
LN103318,2023-06,STATUS_INCONSISTENT
LN101782,2024-03,DATE_INVALID
LN105504,2025-04,BALANCE_MISMATCH
LN100035,2023-11,STATUS_INCONSISTENT
LN108644,2024-07,DATE_INVALID
LN101868,2022-01,STALE_UPDATE
LN107863,2025-04,STATUS_INCONSISTENT
LN108191,2023-05,DUPLICATE_RECORD
LN107029,2025-01,STATUS_INCONSISTENT
LN102760,2023-02,BALANCE_MISMATCH
LN101899,2023-05,BALANCE_MISMATCH
LN101755,2025-11,STATUS_INCONSISTENT
LN104364,2024-09,STATUS_INCONSISTENT
LN103821,2025-03,STATUS_INCONSISTENT
LN106268,2023-08,STATUS_INCONSISTENT
LN106378,2024-12,DUPLICATE_RECORD
LN103983,2023-12,STATUS_INCONSISTENT
LN100812,2024-09,DATE_INVALID
LN100937,2024-02,STALE_UPDATE
LN104431,2022-04,STALE_UPDATE
LN101739,2025-10,BALANCE_MISMATCH
LN101805,2024-08,DATE_INVALID
LN105187,2024-06,DATE_INVALID
LN106973,2025-02,STALE_UPDATE
LN106042,2025-09,STALE_UPDATE
LN104343,2022-06,DUPLICATE_RECORD
LN107820,2022-06,DATE_INVALID
LN104972,2025-10,STATUS_INCONSISTENT
LN102859,2025-09,DUPLICATE_RECORD
LN103068,2023-12,BALANCE_MISMATCH
LN103832,2025-09,BALANCE_MISMATCH
LN105448,2023-06,BALANCE_MISMATCH
LN103268,2023-02,DOC_GAP
LN101464,2025-11,DATE_INVALID
LN100753,2024-12,DOC_GAP
LN105506,2024-02,STATUS_INCONSISTENT
LN103426,2025-12,BALANCE_MISMATCH
LN104307,2024-07,DOC_GAP
LN100909,2021-12,DATE_INVALID
LN102276,2025-07,STALE_UPDATE
LN103394,2023-12,DATE_INVALID
LN102308,2023-09,DOC_GAP
LN100525,2022-09,DATE_INVALID
LN108064,2025-07,DATE_INVALID
LN100763,2025-10,DATE_INVALID
LN106547,2024-11,BALANCE_MISMATCH
LN104237,2024-05,BALANCE_MISMATCH
LN100775,2025-02,DOC_GAP
LN101360,2021-11,STATUS_INCONSISTENT
LN105981,2025-06,STALE_UPDATE
LN102635,2024-07,STALE_UPDATE
LN108326,2024-04,BALANCE_MISMATCH
LN108317,2023-02,BALANCE_MISMATCH
LN103490,2023-08,STATUS_INCONSISTENT
LN100430,2024-11,DUPLICATE_RECORD
LN106683,2025-11,STATUS_INCONSISTENT
LN106669,2025-06,DUPLICATE_RECORD
LN100217,2025-02,STALE_UPDATE
LN104793,2023-09,DATE_INVALID
LN107720,2025-05,BALANCE_MISMATCH
LN100343,2024-08,BALANCE_MISMATCH
LN105509,2025-07,DOC_GAP
LN107436,2024-12,STATUS_INCONSISTENT
LN108063,2024-01,DATE_INVALID
LN100313,2025-04,DATE_INVALID
LN100857,2021-12,STALE_UPDATE
LN106516,2024-10,STATUS_INCONSISTENT
LN103206,2025-07,BALANCE_MISMATCH
LN108327,2022-11,STATUS_INCONSISTENT
LN107523,2025-12,STALE_UPDATE
LN105976,2024-10,DOC_GAP
LN102845,2023-09,DUPLICATE_RECORD
LN105916,2024-10,STALE_UPDATE
LN106176,2024-10,STALE_UPDATE
LN107599,2022-06,BALANCE_MISMATCH
LN102028,2024-02,DATE_INVALID
LN104583,2025-03,DATE_INVALID
LN107655,2024-07,DUPLICATE_RECORD
LN108759,2025-07,STALE_UPDATE
LN106686,2022-11,DOC_GAP
LN102093,2025-10,DOC_GAP
LN108604,2022-04,BALANCE_MISMATCH
LN103348,2024-09,STATUS_INCONSISTENT
LN106614,2023-08,STATUS_INCONSISTENT
LN101156,2025-08,BALANCE_MISMATCH
LN103942,2025-12,BALANCE_MISMATCH
LN102407,2024-03,STATUS_INCONSISTENT
LN108977,2022-12,BALANCE_MISMATCH
LN100473,2024-02,BALANCE_MISMATCH
LN100023,2025-03,STATUS_INCONSISTENT
LN108702,2025-11,DOC_GAP
LN106989,2024-12,DOC_GAP
LN101590,2024-09,DUPLICATE_RECORD
LN105762,2025-01,BALANCE_MISMATCH
LN103620,2025-02,STALE_UPDATE
LN108937,2024-12,DOC_GAP
LN107976,2021-10,DOC_GAP
LN106384,2025-03,DATE_INVALID
LN106001,2025-08,STALE_UPDATE
LN102538,2024-08,STATUS_INCONSISTENT
LN108685,2023-06,BALANCE_MISMATCH
LN108796,2025-01,DATE_INVALID
LN100860,2025-10,DATE_INVALID
LN106245,2023-11,STATUS_INCONSISTENT
LN108345,2024-12,DOC_GAP
LN104930,2022-06,STALE_UPDATE
LN103336,2024-05,STATUS_INCONSISTENT
LN103601,2025-09,STATUS_INCONSISTENT
LN108025,2025-02,DATE_INVALID
LN103306,2023-04,STATUS_INCONSISTENT
LN104816,2025-02,BALANCE_MISMATCH
LN105041,2024-08,DATE_INVALID
LN101739,2024-08,STATUS_INCONSISTENT
LN107417,2024-12,DOC_GAP
LN101885,2024-07,STALE_UPDATE
LN104117,2025-03,DATE_INVALID
LN107885,2022-05,DUPLICATE_RECORD
LN102749,2025-10,DOC_GAP
LN107174,2023-05,DUPLICATE_RECORD
LN103716,2025-08,STALE_UPDATE
LN101843,2024-10,DOC_GAP
LN105707,2022-12,STATUS_INCONSISTENT
LN103522,2025-01,DATE_INVALID
LN105125,2025-02,BALANCE_MISMATCH
LN104789,2024-06,STATUS_INCONSISTENT
LN100378,2023-01,DUPLICATE_RECORD
LN107836,2023-03,BALANCE_MISMATCH
LN103838,2025-11,BALANCE_MISMATCH
LN105689,2025-02,BALANCE_MISMATCH
LN107276,2023-01,STALE_UPDATE
LN102292,2024-07,DOC_GAP
LN107086,2025-04,STATUS_INCONSISTENT
LN101043,2023-08,STALE_UPDATE
LN102015,2024-05,DATE_INVALID
LN102006,2023-10,DOC_GAP
LN100662,2023-07,DATE_INVALID
LN104888,2022-11,STALE_UPDATE
LN108125,2025-06,DOC_GAP
LN106312,2025-07,BALANCE_MISMATCH
LN105481,2024-01,STALE_UPDATE
LN107639,2024-06,STATUS_INCONSISTENT
LN104937,2024-02,BALANCE_MISMATCH
LN100079,2025-02,STATUS_INCONSISTENT
LN107321,2023-09,STALE_UPDATE
LN102138,2025-06,STALE_UPDATE
LN108522,2025-12,BALANCE_MISMATCH
LN102389,2025-05,BALANCE_MISMATCH
LN104080,2025-10,DATE_INVALID
LN104779,2025-03,BALANCE_MISMATCH
LN104781,2023-11,DOC_GAP
LN102166,2025-08,STALE_UPDATE
LN107657,2024-11,DATE_INVALID
LN106158,2024-11,DATE_INVALID
LN103061,2022-10,STATUS_INCONSISTENT
LN108473,2024-11,STATUS_INCONSISTENT
LN103053,2023-02,DOC_GAP
