loan_id,update_month,is_true_conflict
LN105772,2023-11,0
LN100885,2024-03,0
LN102856,2023-11,0
LN104452,2024-04,1
LN100113,2025-07,0
LN105339,2024-03,1
LN106844,2024-09,0
LN102258,2022-03,1
LN108130,2025-06,1
LN102301,2023-09,1
LN101798,2025-10,0
LN107718,2024-01,0
LN101537,2022-01,1
LN104679,2022-12,0
LN106442,2024-04,0
LN106927,2024-06,1
LN102780,2023-02,0
LN108129,2021-11,0
LN100071,2022-04,0
LN107423,2024-04,0
LN108712,2025-03,0
LN107170,2024-10,1
LN103611,2024-07,1
LN108073,2023-07,0
LN107161,2025-06,1
LN103077,2024-05,0
LN105687,2025-04,1
LN108326,2025-02,0
LN106758,2025-09,0
LN108490,2025-07,0
LN102313,2023-05,0
LN106367,2022-06,1
LN100307,2025-01,1
LN102702,2024-12,0
LN100612,2025-11,0
LN101011,2025-09,1
LN108271,2021-11,0
LN106770,2024-09,1
LN102763,2023-12,0
LN100276,2023-10,0
LN104418,2024-09,1
LN106948,2023-02,1
LN100274,2022-12,0
LN101282,2025-01,1
LN108228,2023-03,0
LN100922,2024-09,1
LN107704,2025-04,0
LN108051,2025-01,0
LN105213,2024-09,0
LN100459,2022-09,1
LN107255,2024-06,0
LN104141,2025-02,1
LN107402,2021-10,0
LN104084,2023-08,0
LN103720,2025-01,0
LN103069,2025-12,0
LN106380,2024-09,0
LN102137,2024-11,0
LN106128,2023-12,1
LN102268,2025-04,1
LN101284,2022-12,0
LN105161,2023-12,1
LN100799,2023-06,0
LN100161,2024-02,1
LN101850,2024-02,0
LN106952,2024-10,1
LN103320,2023-12,0
LN101820,2025-03,0
LN107131,2024-11,1
LN108162,2022-10,0
LN103690,2023-10,0
LN106307,2025-10,1
LN102308,2023-09,0
LN103021,2022-09,1
LN101449,2021-11,0
LN104751,2023-12,0
LN102145,2024-08,0
LN104810,2024-09,0
LN104126,2025-01,0
LN106193,2024-09,1
LN107180,2025-09,1
LN104879,2025-02,0
LN102174,2022-07,1
LN101969,2025-07,1
LN108590,2024-12,1
LN108955,2025-05,0
LN100996,2025-12,1
LN108282,2025-01,1
LN108391,2025-09,1
LN107450,2025-02,0
LN107846,2022-07,0
LN101201,2024-05,0
LN100918,2023-04,0
LN107648,2023-08,1
LN106657,2024-06,0
LN105246,2023-09,0
LN104286,2024-01,1
LN106332,2022-05,0
LN102406,2024-04,0
LN106550,2024-04,1
LN105403,2024-09,0
LN108597,2024-12,0
LN104847,2023-06,1
LN103088,2022-06,1
LN108189,2024-10,0
LN102031,2025-12,1
LN101501,2025-09,0
LN103004,2024-01,0
LN108425,2023-12,0
LN102567,2024-10,1
LN106706,2023-04,1
LN105449,2022-04,0
LN102720,2023-11,0
LN105963,2023-01,0
LN108324,2023-11,0
LN103057,2022-05,1
LN104549,2025-10,0
LN105819,2023-08,0
LN107759,2024-12,0
LN100028,2024-10,0
LN104119,2023-01,0
LN108539,2024-08,0
LN108557,2025-08,0
LN107158,2023-10,0
LN103297,2025-01,1
LN100375,2022-11,0
LN102394,2025-12,1
LN105931,2025-12,0
LN103058,2023-10,0
LN100096,2024-09,0
LN105380,2023-03,0
LN108512,2025-08,1
LN104646,2025-12,0
LN105873,2022-10,1
LN105386,2024-02,0
LN108837,2021-08,1
LN108520,2023-07,0
LN106797,2025-04,0
LN102733,2025-05,0
LN103686,2022-04,0
LN107969,2024-02,0
LN100990,2024-06,0
LN104563,2022-03,0
LN104923,2024-05,0
LN102944,2025-01,0
LN103508,2025-01,0
LN103357,2025-02,0
LN101059,2024-10,1
LN108429,2025-01,1
LN103115,2025-05,0
LN107664,2025-04,0
LN102026,2025-06,0
LN100107,2025-04,0
LN108606,2023-03,0
LN100143,2024-08,0
LN108512,2024-07,1
LN106302,2024-06,0
LN102202,2023-03,0
LN103709,2025-06,0
LN101146,2025-01,0
LN103395,2024-09,0
LN102452,2022-01,0
LN104532,2025-10,1
LN106706,2021-07,0
LN107473,2023-10,0
LN106023,2025-11,0
LN104369,2024-05,1
LN105369,2025-02,0
LN101959,2022-08,0
LN103810,2024-12,1
LN100525,2025-01,1
LN105431,2023-04,0
LN105901,2022-05,0
LN107492,2022-04,0
LN106639,2025-05,1
LN102465,2024-11,1
LN103152,2024-09,0
LN102281,2022-11,0
LN104038,2023-05,1
LN108618,2024-04,0
LN103442,2024-01,0
LN108672,2022-10,0
LN102137,2025-12,1
LN106471,2025-11,0
LN101530,2022-06,0
LN107858,2025-12,1
LN100478,2023-11,0
LN100563,2022-03,1
LN107060,2025-02,0
LN100512,2024-07,0
LN101689,2024-07,0
LN107179,2023-07,0
LN105583,2025-08,1
LN105432,2024-02,0
LN103534,2022-04,0
LN104386,2023-01,0
LN107420,2024-05,1
LN106793,2021-11,0
LN103291,2024-03,0
LN105469,2023-07,0
LN102127,2025-04,1
LN108147,2022-11,0
LN108254,2024-11,1
LN107137,2025-07,1
LN106563,2023-03,0
LN103618,2024-08,0
LN105461,2022-08,1
LN108323,2023-01,0
LN107246,2025-04,1
LN103820,2023-05,0
LN102866,2024-10,0
LN104503,2024-05,0
LN108957,2024-05,1
LN103823,2024-04,0
LN100210,2023-03,0
LN103667,2023-06,0
LN106444,2022-04,0
LN108193,2023-12,0
LN102895,2024-12,0
LN105747,2023-07,1
LN102292,2024-04,0
LN107685,2025-03,0
LN108700,2024-12,0
LN105614,2024-02,1
LN108783,2024-02,0
LN100810,2025-02,0
LN106506,2025-12,1
LN102338,2024-08,0
LN105634,2025-02,0
LN104816,2024-11,1
LN104616,2023-11,0
LN101974,2024-12,1
LN104667,2024-08,0
LN102870,2025-08,1
LN107277,2024-08,0
LN100265,2023-11,0
LN101694,2023-02,0
LN102605,2025-09,1
LN106843,2023-06,0
LN102715,2023-10,0
LN105460,2025-05,1
LN102052,2024-05,0
LN107312,2024-07,1
LN102795,2025-12,0
LN104899,2025-10,0
LN100988,2023-06,0
LN103504,2021-09,0
LN100008,2023-05,0
LN106585,2024-12,1
LN104165,2024-07,0
LN100795,2024-11,0
LN100084,2023-09,0
LN108238,2023-12,0
LN103585,2023-06,1
LN107012,2024-12,0
LN108477,2024-03,0
LN108273,2024-08,1
LN104254,2025-09,1
LN106413,2025-03,1
LN106304,2023-12,0
LN105913,2022-08,1
LN106007,2025-05,1
LN106746,2022-01,0
LN103364,2023-09,0
LN102960,2025-07,1
LN100349,2025-03,0
LN102668,2024-07,0
LN104487,2025-07,1
LN108476,2023-10,0
LN107943,2023-12,0
LN102890,2024-12,0
LN100485,2023-07,1
LN106121,2024-05,0
LN104386,2024-01,0
LN108466,2024-12,1
LN100912,2024-02,0
LN101472,2024-03,0
LN108278,2022-09,1
LN103541,2024-12,0
LN103923,2024-05,1
LN108675,2023-06,1
LN107538,2025-12,1
LN101298,2025-04,0
LN102382,2025-12,1
LN108265,2024-12,1
LN103178,2024-10,1
LN108020,2025-05,0
LN104415,2025-01,1
LN106863,2025-10,0
LN108671,2023-06,0
LN103393,2023-12,0
LN101988,2023-04,1
LN107020,2025-06,0
LN100905,2025-10,1
LN102660,2023-05,0
LN108358,2025-07,0
LN101428,2025-08,1
LN100000,2024-02,1
LN103854,2025-10,0
LN100842,2025-05,1
LN103155,2025-05,0
LN108006,2023-04,1
LN108883,2025-09,0
LN103565,2025-01,1
LN108099,2024-01,0
LN106432,2024-05,0
LN106142,2025-08,1
LN103344,2025-05,0
LN106191,2021-12,0
LN102231,2025-04,1
LN108990,2022-09,0
LN106124,2025-03,0
LN104489,2024-09,0
LN107010,2021-12,1
LN106964,2024-09,0
LN102479,2022-12,1
LN104901,2024-08,0
LN107750,2025-05,0
LN102927,2024-03,0
LN104829,2024-08,0
LN108533,2023-11,1
LN103501,2024-08,1
LN100606,2025-12,0
LN107708,2025-04,0
LN105286,2023-12,1
LN100821,2024-03,1
LN106879,2024-03,1
LN103793,2024-11,1
LN100009,2025-05,0
LN101238,2025-01,0
LN106649,2024-05,0
LN101798,2023-09,1
LN107392,2025-03,1
LN108548,2023-06,0
LN100352,2025-02,0
LN100179,2023-12,0
LN108538,2022-07,0
LN106154,2022-08,0
LN106500,2022-11,1
LN106970,2024-02,0
LN104661,2023-10,0
LN107067,2024-09,0
LN101344,2022-09,0
LN105517,2024-10,0
LN101012,2024-12,0
LN107388,2023-02,1
LN100419,2023-06,0
LN107508,2025-07,1
LN100256,2025-07,0
LN104398,2023-11,0
LN102010,2023-07,0
LN104809,2025-01,0
LN104719,2024-11,0
LN104234,2023-11,0
LN100364,2022-02,0
LN102515,2024-05,0
LN101026,2023-09,1
LN103731,2025-02,0
LN104680,2025-03,0
LN104594,2024-01,0
LN100362,2025-12,1
LN108648,2024-11,1
LN106470,2025-01,0
LN102898,2024-07,0
LN104049,2024-12,0
LN102316,2022-05,0
LN107010,2025-05,1
LN100126,2024-01,0
LN105063,2024-01,0
LN105918,2024-04,0
LN103883,2023-03,0
LN100613,2025-10,0
LN104517,2023-04,1
LN103692,2025-05,0
LN104969,2024-11,0
LN104482,2025-11,1
LN104675,2025-07,0
LN105391,2022-11,1
LN106245,2024-02,1
LN108095,2023-05,0
LN105334,2024-03,1
LN107879,2022-01,0
LN100212,2025-05,1
LN107846,2023-12,1
LN108570,2025-11,1
LN106005,2024-11,0
LN108126,2023-07,0
LN105921,2024-10,0
LN100499,2024-05,1
LN106946,2024-02,0
LN103645,2024-11,0
LN105053,2024-12,0
LN100733,2025-03,0
LN102335,2025-06,0
LN108889,2025-02,0
LN106207,2024-10,0
LN100083,2024-11,0
LN107722,2024-06,0
LN107402,2024-11,0
LN101518,2024-03,0
LN108602,2023-03,0
LN101301,2024-01,1
LN104886,2025-06,1
LN104133,2024-08,1
LN100449,2023-02,0
LN102109,2025-04,0
LN106690,2024-01,1
LN100652,2024-09,1
LN107010,2024-07,0
LN104248,2025-03,0
LN108462,2025-11,0
LN103833,2024-04,0
LN106763,2025-12,0
LN102875,2024-02,1
LN106118,2023-08,0
LN104041,2024-03,0
LN101348,2024-09,0
LN104983,2023-07,0
LN104433,2025-04,1
LN102579,2024-06,0
LN108367,2023-08,0
LN106009,2022-05,1
LN105228,2023-10,0
LN103084,2024-06,1
LN104407,2024-06,0
LN104747,2023-09,0
LN103692,2022-05,0
LN104638,2024-05,1
LN106119,2023-09,1
LN103294,2022-11,1
LN108417,2023-09,1
LN100799,2023-05,0
LN102389,2025-05,0
LN100026,2025-11,1
LN102555,2024-10,0
LN101004,2025-03,1
LN103931,2023-07,1
LN107957,2024-05,0
LN100635,2025-12,0
LN105023,2025-06,0
LN104616,2022-10,1
LN101268,2025-07,1
LN108161,2023-03,0
LN108893,2023-02,0
LN104919,2023-09,0
LN102921,2025-10,0
LN105078,2025-09,0
LN100642,2025-02,0
LN108935,2024-08,0
LN104512,2022-02,0
LN108879,2023-01,0
LN100118,2022-06,0
LN100361,2024-08,0
LN105482,2025-04,0
LN106938,2024-10,0
LN108480,2024-06,1
LN105548,2022-09,0
LN103635,2023-12,0
LN107192,2023-06,1
LN107580,2022-05,0
LN100909,2022-02,0
LN105091,2025-07,0
LN100254,2024-01,0
LN104601,2025-12,0
LN105251,2023-03,1
LN100054,2023-07,1
LN105364,2025-07,1
LN104392,2025-07,1
LN102642,2024-01,0
LN102465,2025-07,0
LN100802,2023-08,0
LN103944,2024-05,1
LN101372,2024-08,1
LN100137,2022-05,1
LN105768,2023-11,0
LN108923,2025-01,1
LN107909,2023-07,1
LN105980,2023-10,0
LN104305,2024-11,0
LN101522,2024-12,1
LN104387,2025-10,1
LN100541,2025-11,0
LN106413,2022-06,1
LN101885,2022-03,1
LN105568,2023-01,0
LN106867,2022-10,0
LN101166,2021-10,1
LN102417,2023-09,0
LN100389,2025-06,1
LN107623,2024-01,1
LN106008,2021-11,1
LN101785,2025-12,0
LN108281,2023-05,0
LN106796,2023-01,0
LN107539,2025-09,0
LN102216,2025-04,0
LN104323,2023-06,0
LN101177,2023-10,1
LN106034,2023-12,1
LN103871,2024-02,0
LN108359,2025-01,0
LN106294,2024-10,0
LN105394,2025-12,1
LN101768,2022-03,1
LN106775,2024-12,0
LN102873,2023-10,0
LN100662,2022-10,0
LN103118,2024-06,1
LN100985,2024-06,0
LN101293,2025-10,0
LN105257,2024-08,0
LN106315,2024-12,0
LN101511,2022-09,0
LN106723,2023-05,0
LN103771,2023-06,0
LN108310,2024-04,0
LN106688,2025-11,1
LN101820,2023-06,0
LN107180,2023-06,0
LN103257,2022-11,0
LN108279,2024-06,0
LN100923,2022-12,0
LN104194,2023-10,1
LN102997,2025-02,0
LN100755,2023-12,0
LN105499,2024-02,0
LN104254,2024-02,0
LN103685,2022-08,0
LN101030,2025-03,1
LN107621,2024-12,0
LN106681,2023-03,0
LN104016,2022-10,1
LN100132,2023-01,0
LN106726,2024-10,0
LN106182,2024-02,0
LN100241,2024-03,1
LN101944,2023-01,0
LN106416,2024-09,0
LN107351,2025-03,1
LN104948,2024-10,1
LN104145,2023-04,0
LN100182,2025-01,0
LN108147,2023-08,1
LN105729,2023-10,0
LN106029,2023-01,0
LN108984,2023-01,0
LN108029,2025-10,1
LN104993,2023-08,0
LN101718,2023-04,1
LN106474,2023-05,1
LN105479,2025-12,1
LN108994,2025-09,0
LN107458,2023-04,1
LN107848,2024-01,0
LN101506,2025-07,1
LN106319,2023-10,0
LN100764,2024-09,0
LN106760,2024-12,0
LN108009,2024-10,0
LN107150,2025-02,0
LN102208,2023-10,1
LN103702,2023-01,0
LN104023,2023-11,0
LN102733,2024-04,0
LN100197,2025-07,1
LN103762,2024-11,0
LN100450,2025-03,0
LN102953,2025-02,1
LN104755,2023-09,1
LN102439,2023-06,0
LN101010,2023-10,0
LN104979,2023-11,0
LN102570,2024-08,0
LN107052,2024-06,0
LN102306,2023-08,0
LN104568,2024-09,0
LN104299,2022-05,0
LN108548,2024-11,1
LN106045,2024-02,1
LN102151,2022-09,1
LN100916,2023-06,0
LN101747,2024-03,0
LN105578,2023-03,1
LN103892,2024-07,1
LN106776,2024-06,0
LN101052,2025-01,0
LN106237,2023-04,0
LN105993,2024-05,0
LN102693,2024-09,1
LN101395,2025-11,1
LN106445,2024-08,1
LN106782,2025-08,0
LN102047,2024-12,0
LN100384,2022-05,1
LN105135,2024-01,1
LN104650,2024-11,0
LN107154,2022-12,0
LN101747,2023-10,0
LN105611,2025-06,1
LN104820,2024-07,0
LN108680,2025-12,0
LN108887,2025-05,0
LN107646,2023-10,0
LN107407,2024-11,0
LN101709,2023-01,0
LN107612,2024-05,0
LN101538,2025-12,0
LN104327,2023-06,1
LN106862,2022-12,0
LN104616,2025-11,0
LN103235,2023-11,1
LN100957,2025-05,0
LN104795,2022-03,1
LN102347,2025-11,0
LN104458,2024-01,1
LN107470,2024-10,0
LN107078,2024-05,1
LN104545,2024-10,0
LN105230,2022-02,0
LN100392,2024-02,0
LN107648,2025-11,0
LN105979,2025-11,1
LN102049,2023-11,0
LN106615,2022-06,0
LN101579,2024-04,1
LN101461,2023-03,0
LN105438,2025-05,0
LN104557,2025-04,0
LN106321,2025-05,0
LN100175,2024-05,0
LN107378,2023-04,0
LN105700,2025-09,0
LN101171,2023-11,0
LN106701,2023-12,1
LN103538,2024-08,0
LN102981,2022-07,0
LN104580,2022-04,1
LN105554,2024-10,0
LN100224,2025-10,0
LN105829,2024-07,0
LN107519,2023-03,1
LN101104,2025-10,0
LN105369,2025-11,1
LN106476,2024-07,1
LN107415,2024-12,0
LN104305,2024-07,1
LN102014,2024-11,0
LN106969,2025-02,0
LN103988,2023-09,0
LN108043,2023-10,0
LN100358,2023-04,1
LN108164,2024-10,0
LN107672,2025-09,0
LN100482,2023-09,0
LN102160,2024-12,1
LN105482,2024-04,1
LN101445,2024-03,1
LN107169,2025-02,1
LN104501,2024-07,0
LN104680,2024-11,0
LN103415,2025-12,0
LN106565,2022-10,0
LN105819,2024-02,0
LN106269,2024-09,1
LN100390,2024-11,0
LN108237,2023-04,1
LN106433,2022-11,0
LN104831,2022-12,1
LN106072,2025-05,0
LN103725,2025-03,0
LN106429,2023-08,1
LN100312,2023-05,0
LN104291,2025-04,0
LN101951,2023-12,0
LN105259,2024-09,1
LN100190,2025-05,1
LN102131,2025-01,1
LN101683,2024-12,0
LN106349,2025-10,0
LN107831,2025-11,1
LN105987,2023-07,0
LN108014,2025-10,0
LN106630,2023-06,0
LN107976,2025-04,1
LN100284,2025-07,0
LN106724,2023-08,1
LN105176,2023-06,0
LN108203,2024-08,0
LN101236,2023-02,0
LN108006,2023-03,0
LN107307,2024-11,0
LN107339,2023-07,0
LN104607,2024-02,1
LN101000,2024-09,0
LN105353,2023-07,0
LN100945,2024-11,0
LN100634,2025-05,0
LN108651,2023-07,1
LN104832,2024-02,0
LN100770,2025-06,0
LN108580,2022-11,1
LN103616,2024-06,1
LN106798,2024-03,0
LN104944,2025-08,1
LN104006,2024-05,0
LN104594,2024-06,0
LN106123,2025-12,0
LN104372,2024-05,0
LN105443,2025-09,0
LN108654,2021-07,0
LN106625,2024-07,0
LN103557,2025-08,0
LN101886,2025-03,0
LN108442,2025-02,0
LN103072,2024-05,1
LN101247,2023-09,0
LN107954,2024-05,1
LN105326,2025-04,0
LN102097,2024-09,0
LN101741,2025-03,1
LN102903,2025-01,1
LN101128,2025-02,0
LN103017,2025-08,0
LN104625,2025-10,1
LN108152,2023-07,0
LN104513,2024-10,0
LN103534,2022-12,1
LN102808,2025-03,1
LN107523,2023-11,1
LN103923,2025-02,1
LN108251,2023-09,1
LN106208,2025-06,1
LN106349,2025-02,0
LN100579,2023-04,0
LN103523,2022-07,1
LN105463,2023-12,0
LN104639,2025-09,0
LN104625,2025-03,1
LN101367,2025-01,0
LN104004,2025-02,0
LN100901,2023-03,0
LN101589,2024-01,0
LN100206,2024-04,0
LN105640,2024-04,1
LN104806,2025-06,0
LN103090,2024-08,1
LN100320,2023-06,0
LN105019,2024-01,1
LN103214,2024-02,1
LN100312,2023-10,0
LN106413,2022-04,0
LN101130,2024-10,1
LN103315,2024-11,0
LN102459,2024-03,0
LN105358,2023-06,0
LN103548,2022-11,1
LN105636,2024-05,1
LN106689,2025-09,1
LN105584,2025-05,1
LN106674,2024-02,0
LN100397,2025-02,0
LN101864,2024-12,0
LN101906,2024-08,1
LN102088,2024-09,0
LN103631,2024-08,0
LN100608,2024-11,0
LN106089,2024-11,0
LN106223,2025-04,0
LN103500,2024-02,0
LN107110,2021-12,1
LN103014,2025-03,0
LN102834,2025-09,0
LN100909,2023-11,0
LN104815,2024-02,0
LN100993,2024-03,0
LN100806,2025-11,0
LN103494,2025-05,0
LN103749,2025-03,0
LN104384,2023-05,1
LN104764,2023-05,1
LN102545,2025-10,0
LN104350,2024-03,1
LN100420,2024-09,0
LN105527,2025-05,1
LN100410,2023-06,0
LN103245,2024-11,0
LN104731,2025-07,1
LN105972,2024-12,0
LN108764,2025-10,0
LN105026,2024-02,0
LN105470,2024-05,0
LN104306,2024-12,0
LN106306,2024-06,0
LN103913,2024-12,0
LN106025,2024-12,0
LN105159,2024-09,0
LN104502,2025-11,1
LN104345,2024-08,0
LN102117,2023-05,1
LN108429,2024-05,0
LN108064,2025-02,0
LN106082,2023-04,0
LN107868,2024-06,0
LN103410,2023-11,1
LN104473,2025-03,0
LN106094,2024-02,0
LN100216,2025-11,0
LN102081,2024-06,1
LN108148,2024-09,0
LN106112,2023-05,0
LN108180,2025-07,0
LN104342,2023-02,0
LN108088,2025-11,0
LN106799,2024-05,0
LN104465,2022-11,0
LN101607,2023-07,0
LN106771,2024-01,0
LN106909,2025-08,1
LN106368,2022-10,0
LN107044,2025-02,1
LN102971,2023-08,0
LN107124,2024-07,0
LN101940,2023-02,0
LN101362,2023-12,0
LN104343,2025-11,1
LN101985,2025-08,1
LN107385,2023-05,0
LN101969,2022-10,0
LN105787,2023-10,0
LN103681,2022-09,0
LN106445,2025-10,0
LN104397,2022-07,0
LN100883,2024-08,0
LN105063,2024-04,1
LN107848,2024-02,1
LN104084,2025-05,0
LN107728,2022-11,1
LN107058,2025-09,0
LN103975,2025-05,0
LN106753,2024-08,1
LN107543,2025-07,0
LN100279,2022-01,0
LN103283,2021-12,1
LN100447,2025-05,0
LN107437,2025-03,0
LN101243,2023-04,0
LN100056,2024-06,0
LN103390,2022-09,0
LN103735,2023-08,1
LN103523,2024-12,1
LN102802,2024-12,0
LN102427,2024-12,0
LN103597,2025-04,0
LN101880,2024-09,1
LN107392,2025-08,0
LN103743,2025-03,1
LN100704,2022-09,0
LN106301,2021-11,1
LN105172,2024-07,0
LN106395,2022-11,1
LN100102,2025-02,0
LN106497,2024-11,0
LN108433,2025-05,0
LN107258,2023-11,0
LN101349,2024-10,1
LN100042,2025-05,0
LN104522,2025-06,0
LN108943,2023-02,0
LN105061,2025-10,0
LN107968,2024-06,0
LN103876,2025-03,1
LN108511,2025-12,0
LN103861,2024-06,1
LN107408,2024-08,1
LN104458,2022-08,1
LN108439,2024-04,1
LN103293,2023-06,1
LN104966,2023-01,0
LN104029,2022-12,0
LN103583,2023-03,0
LN103669,2025-02,0
LN101585,2023-09,0
LN100723,2023-08,0
LN107049,2025-11,1
LN108256,2024-01,0
LN106077,2023-06,0
LN104377,2024-01,0
LN105965,2022-07,1
LN107661,2025-02,1
LN101034,2024-06,1
LN108631,2023-09,0
LN105176,2022-12,1
LN108573,2025-09,0
LN106843,2023-04,0
LN101980,2024-08,0
LN104377,2025-12,0
LN107135,2023-11,0
LN107908,2023-08,1
LN104891,2024-06,0
LN103246,2024-11,0
LN101608,2022-06,0
LN100385,2022-11,0
LN106369,2024-12,0
LN107024,2023-08,1
LN104427,2024-05,0
LN102468,2023-03,0
LN106542,2024-01,0
LN105805,2024-09,1
LN102913,2023-12,0
LN102046,2024-11,1
LN104510,2024-11,1
LN104400,2023-10,1
LN106030,2024-09,0
LN107077,2023-10,0
LN108122,2024-03,0
LN103776,2023-10,1
LN101571,2024-02,0
LN100078,2025-06,0
LN104553,2024-03,1
LN108075,2024-07,1
LN105001,2025-07,0
LN100063,2025-05,0
LN100265,2025-06,0
LN103246,2024-04,1
LN103695,2024-03,1
LN100078,2023-11,0
LN102812,2023-08,0
LN106000,2025-10,0
LN100457,2023-09,0
LN107147,2023-08,0
LN101098,2022-08,0
LN105532,2024-10,0
LN106743,2023-09,0
LN104496,2024-09,0
LN107405,2024-04,1
LN106648,2025-01,0
LN103443,2023-02,0
LN100430,2023-05,1
LN102043,2025-03,1
LN107296,2023-01,0
LN103018,2025-02,1
LN102922,2024-02,1
LN103705,2024-09,0
LN103372,2024-11,1
LN102984,2025-10,0
LN102081,2022-04,1
LN103002,2025-04,1
LN103565,2025-05,0
LN100005,2025-11,0
LN107814,2025-10,0
LN106650,2023-05,0
LN104161,2025-03,0
LN105927,2025-07,0
LN101585,2024-05,0
LN103014,2025-04,0
LN101807,2025-01,0
LN103268,2024-03,0
LN107682,2025-10,0
LN107224,2025-11,0
LN104534,2022-05,0
LN106888,2024-02,0
LN105616,2025-04,0
LN104041,2024-04,1
LN101386,2025-05,1
LN101684,2024-06,0
LN108176,2022-07,0
LN106078,2024-01,1
LN103079,2023-10,0
LN100291,2022-11,0
LN108066,2023-05,1
LN103268,2023-04,0
LN106657,2024-04,0
LN104407,2023-08,1
LN106897,2024-11,0
LN107785,2023-12,0
LN108045,2025-01,0
LN104062,2024-08,1
LN107185,2024-07,0
LN101318,2024-07,1
LN105369,2024-02,0
LN103413,2023-01,0
LN107859,2025-06,1
LN106723,2024-07,0
LN103371,2025-03,0
LN103583,2024-10,0
LN103599,2025-05,1
LN102577,2023-04,1
LN102653,2025-09,1
LN100561,2025-08,0
LN108844,2023-06,0
LN100869,2021-08,0
LN100214,2025-03,0
LN102564,2023-05,0
LN103359,2023-12,0
LN106481,2025-02,1
LN104239,2024-04,0
LN102957,2024-07,0
LN108580,2023-12,1
LN100006,2025-12,0
LN105460,2025-10,0
LN108352,2023-02,0
LN103647,2025-04,1
LN107059,2024-07,1
LN100325,2022-10,0
LN102416,2023-10,0
LN107028,2023-06,0
LN101191,2025-05,0
LN108625,2022-05,1
LN101511,2025-06,1
LN108955,2023-07,0
LN102081,2024-01,0
LN100343,2023-10,0
LN103974,2022-01,0
LN105410,2022-06,1
LN105030,2023-03,1
LN102290,2025-08,0
LN104593,2024-10,0
LN106498,2022-12,0
LN102711,2023-03,0
LN108908,2024-07,0
LN105351,2023-11,0
LN105455,2023-06,0
LN104338,2025-04,0
LN107585,2022-12,1
LN103652,2023-11,0
LN106823,2024-02,1
LN100306,2022-12,0
LN101515,2025-01,0
LN104525,2024-01,0
LN106128,2024-09,0
LN101020,2022-07,1
LN108883,2022-12,0
LN101948,2023-05,1
LN107618,2024-02,0
LN103481,2023-04,0
LN100186,2022-11,0
LN100748,2024-09,0
LN100512,2025-04,0
LN106326,2021-10,0
LN104966,2023-05,0
LN105478,2022-01,0
LN102431,2023-08,1
LN102185,2023-05,0
LN100534,2024-01,0
LN102349,2024-12,1
LN103896,2024-05,1
LN107297,2025-12,0
LN101597,2025-03,1
LN106115,2024-03,0
LN106268,2023-01,0
LN103032,2025-07,0
LN108924,2023-05,0
LN103587,2023-11,0
LN102055,2025-08,0
LN102263,2025-05,1
LN106344,2024-01,0
LN100854,2024-05,0
LN105179,2025-04,1
LN105785,2025-06,0
LN106379,2025-08,1
LN100622,2024-09,0
LN106058,2024-11,0
LN103974,2022-07,0
LN103316,2024-03,1
LN104825,2025-12,1
LN102273,2023-12,0
LN102107,2024-01,0
LN107782,2025-11,0
LN103141,2023-02,0
LN108369,2025-05,1
LN100582,2023-06,1
LN107335,2023-07,0
LN107267,2024-06,0
LN107332,2023-09,0
LN100855,2024-11,0
LN108719,2024-07,1
LN105875,2024-01,0
LN106643,2024-04,1
LN106675,2025-06,0
LN103143,2025-11,0
LN107148,2023-10,0
LN102869,2025-09,0
LN107757,2022-06,0
LN103887,2025-12,1
LN108591,2023-03,0
LN100933,2024-02,0
LN107385,2023-01,0
LN104490,2023-05,1
LN103328,2023-08,1
LN101466,2024-02,0
LN100646,2024-01,0
LN105989,2023-06,1
LN105676,2024-01,0
LN107901,2023-12,0
LN101431,2023-05,0
LN103590,2023-06,0
LN100279,2024-12,0
LN102441,2024-09,1
LN104107,2025-10,0
LN103350,2023-06,0
LN105391,2022-04,0
LN107145,2022-07,1
LN103813,2023-10,0
LN106529,2022-11,1
LN103027,2024-07,0
LN106198,2022-04,0
LN103940,2023-07,0
LN101049,2025-09,1
LN100636,2023-07,0
LN107827,2024-07,0
LN101093,2025-05,1
LN106632,2022-08,0
LN108998,2024-10,0
LN103349,2024-04,0
LN102528,2023-06,0
LN100438,2021-12,1
LN100419,2024-10,0
LN107818,2024-05,0
LN102668,2022-02,1
LN106603,2023-03,0
LN107060,2025-01,0
LN101419,2025-11,0
LN103963,2023-09,0
LN105068,2025-07,0
LN101927,2024-02,1
LN103235,2024-01,0
LN105182,2024-12,1
LN100543,2022-07,0
LN108473,2024-10,1
LN104654,2022-08,1
LN108126,2024-01,1
LN106504,2024-10,0
LN107060,2024-07,0
LN108408,2022-09,0
LN106728,2023-10,0
LN107122,2025-08,0
LN102145,2023-12,0
LN101123,2022-08,0
LN106356,2024-05,1
LN102866,2024-08,0
LN102855,2022-01,1
LN106418,2025-12,0
LN108962,2025-08,0
LN107908,2022-01,0
LN101271,2022-09,0
LN107568,2023-01,1
LN106028,2024-09,0
LN107698,2025-01,0
LN107635,2025-08,0
LN106520,2023-10,0
LN102298,2024-02,0
LN105484,2025-09,1
LN105566,2023-02,0
LN107931,2022-02,0
LN101644,2025-05,0
LN103374,2024-04,0
LN106310,2025-08,0
LN102992,2023-04,0
LN105130,2024-07,1
LN106563,2025-08,1
LN101766,2025-03,0
LN108682,2022-05,1
LN102746,2023-07,0
LN106600,2022-06,0
LN105148,2024-02,1
