loan_id,reporting_month,anomaly_score,exception_required_prob,exception_type_pred,rules_fired,trust_score,n_conflicts,iso_percentile
LN102931,2024-07,0.02212,0.00104,NONE,,1.0,0.0,0.1447
LN102931,2024-08,0.57314,0.99851,BALANCE_MISMATCH,R002,0.76,0.0,0.5583
LN102931,2024-09,0.61137,0.99851,STATUS_INCONSISTENT,R004,0.64,0.0,0.8131
LN102931,2024-10,0.02617,0.00093,NONE,,1.0,0.0,0.172
LN102931,2024-11,0.03022,0.00096,NONE,,1.0,0.0,0.1989
LN102931,2024-12,0.03741,0.0008,NONE,,1.0,0.0,0.2473
LN102931,2025-01,0.04816,0.0022,NONE,,1.0,0.0,0.3152
LN102931,2025-02,0.54696,0.99851,SOURCE_CONFLICT,,0.75,1.0,0.3837
LN102931,2025-03,0.06374,0.00068,NONE,,1.0,0.0,0.4231
LN102931,2025-04,0.0738,0.00072,NONE,,1.0,0.0,0.4901
LN102931,2025-05,0.56773,0.99851,STALE_UPDATE,R006,0.7313,0.0,0.5222
LN102931,2025-06,0.0861,0.00073,NONE,,1.0,0.0,0.572
LN102932,2022-01,0.18725,0.03896,NONE,R007,0.88,0.0,0.5445
LN102932,2022-02,0.06153,0.00056,NONE,,1.0,0.0,0.4087
LN102932,2022-03,0.04662,0.00073,NONE,,1.0,0.0,0.3088
LN102932,2022-04,0.18908,0.1698,NONE,R007,0.88,0.0,0.2077
LN102932,2022-05,0.03028,0.00376,NONE,,1.0,0.0,0.1918
LN102932,2022-06,0.17544,0.14644,NONE,R007,0.88,0.0,0.1791
LN102932,2022-07,0.01921,0.00105,NONE,,1.0,0.0,0.1253
LN102932,2022-08,0.01672,0.00111,NONE,,1.0,0.0,0.1085
LN102932,2022-09,0.01029,0.00089,NONE,,1.0,0.0,0.0662
LN102932,2022-10,0.00058,0.00094,NONE,,1.0,0.0,0.0014
LN102932,2022-11,0.00121,0.00063,NONE,,1.0,0.0,0.0064
LN102932,2022-12,0.0037,0.00059,NONE,,1.0,0.0,0.0231
LN102932,2023-01,0.00297,0.00076,NONE,,1.0,0.0,0.0178
LN102932,2023-02,0.00408,0.00059,NONE,,1.0,0.0,0.0257
LN102932,2023-03,0.00413,0.00059,NONE,,1.0,0.0,0.026
LN102932,2023-04,0.62241,0.99851,BALANCE_MISMATCH,R001,0.64,0.0,0.8867
LN102932,2023-05,0.00817,0.00057,NONE,,1.0,0.0,0.053
LN102932,2023-06,0.01546,0.00062,NONE,,1.0,0.0,0.1014
LN102932,2023-07,0.01773,0.00094,NONE,,1.0,0.0,0.1157
LN102932,2023-08,0.02359,0.00064,NONE,,1.0,0.0,0.1556
LN102932,2023-09,0.02745,0.00292,NONE,,1.0,0.0,0.1752
LN102932,2023-10,0.0295,0.00212,NONE,,1.0,0.0,0.191
LN102932,2023-11,0.03015,0.0014,NONE,,1.0,0.0,0.1973
LN102932,2023-12,0.15795,0.07126,NONE,R007,0.88,0.0,0.263
LN102932,2024-01,0.04294,0.00058,NONE,,1.0,0.0,0.2847
LN102932,2024-02,0.16318,0.04077,NONE,R007,0.88,0.0,0.3792
LN102932,2024-03,0.05925,0.00046,NONE,,1.0,0.0,0.3938
LN102932,2024-04,0.06542,0.00043,NONE,,1.0,0.0,0.435
LN102932,2024-05,0.07505,0.0004,NONE,,1.0,0.0,0.4993
LN102932,2024-06,0.0865,0.0004,NONE,,1.0,0.0,0.5756
LN102932,2024-07,0.09539,0.0004,NONE,,1.0,0.0,0.6348
LN102932,2024-08,0.10506,0.0004,NONE,,1.0,0.0,0.6993
LN102932,2024-09,0.11176,0.00059,NONE,,1.0,0.0,0.7435
LN102932,2024-10,0.1194,0.00043,NONE,,1.0,0.0,0.7949
LN102932,2024-11,0.12126,0.00042,NONE,,1.0,0.0,0.8072
LN102932,2024-12,0.61204,0.99851,SOURCE_CONFLICT,,0.65,1.0,0.8176
LN102932,2025-01,0.12351,0.0005,NONE,,1.0,0.0,0.822
LN102932,2025-02,0.12464,0.0005,NONE,,1.0,0.0,0.8296
LN102932,2025-03,0.63346,0.99851,STATUS_INCONSISTENT,R004,0.64,0.0,0.9604
LN102932,2025-04,0.12969,0.00068,NONE,,1.0,0.0,0.8628
LN102932,2025-05,0.13108,0.00051,NONE,,1.0,0.0,0.8725
LN102932,2025-06,0.1324,0.00041,NONE,,1.0,0.0,0.8815
LN102933,2023-01,0.09941,0.00046,NONE,,1.0,0.0,0.6615
LN102933,2023-02,0.0797,0.00046,NONE,,1.0,0.0,0.5301
LN102933,2023-03,0.06894,0.00045,NONE,,1.0,0.0,0.4584
LN102933,2023-04,0.05914,0.00087,NONE,,1.0,0.0,0.392
LN102933,2023-05,0.05175,0.00037,NONE,,1.0,0.0,0.344
LN102933,2023-06,0.04815,0.00037,NONE,,1.0,0.0,0.32
LN102933,2023-07,0.04551,0.00037,NONE,,1.0,0.0,0.3024
LN102933,2023-08,0.04494,0.00037,NONE,,1.0,0.0,0.2986
LN102933,2023-09,0.04514,0.00037,NONE,,1.0,0.0,0.2999
LN102933,2023-10,0.04301,0.00037,NONE,,1.0,0.0,0.2857
LN102933,2023-11,0.04463,0.00043,NONE,,1.0,0.0,0.2964
LN102933,2023-12,0.054,0.00042,NONE,,1.0,0.0,0.3588
LN102933,2024-01,0.06325,0.00117,NONE,,1.0,0.0,0.4185
LN102933,2024-02,0.06714,0.00059,NONE,,1.0,0.0,0.446
LN102933,2024-03,0.07353,0.00041,NONE,,1.0,0.0,0.4891
LN102933,2024-04,0.08042,0.00093,NONE,,1.0,0.0,0.5336
LN102933,2024-05,0.0866,0.00087,NONE,,1.0,0.0,0.575
LN102933,2024-06,0.12321,0.00087,NONE,,1.0,0.0,0.8191
LN102933,2024-07,0.09922,0.00093,NONE,,1.0,0.0,0.659
LN102933,2024-08,0.10362,0.00094,NONE,,1.0,0.0,0.6883
LN102933,2024-09,0.10506,0.00043,NONE,,1.0,0.0,0.6993
LN102933,2024-10,0.59553,0.99851,SOURCE_CONFLICT,,0.65,1.0,0.7075
LN102933,2024-11,0.11059,0.00182,NONE,,1.0,0.0,0.7324
LN102933,2024-12,0.11498,0.00097,NONE,,1.0,0.0,0.7639
LN102933,2025-01,0.11877,0.00084,NONE,,1.0,0.0,0.7895
LN102933,2025-02,0.12135,0.00369,NONE,,1.0,0.0,0.7992
LN102933,2025-03,0.12353,0.00055,NONE,,1.0,0.0,0.8221
LN102933,2025-04,0.1267,0.0008,NONE,,1.0,0.0,0.8425
LN102933,2025-05,0.12917,0.00066,NONE,,1.0,0.0,0.8594
LN102933,2025-06,0.13074,0.00072,NONE,,1.0,0.0,0.8697
LN102934,2024-04,0.13869,0.00424,NONE,,1.0,0.0,0.9133
LN102934,2024-05,0.14755,0.03659,NONE,,1.0,0.0,0.8861
LN102934,2024-06,0.13902,0.02424,NONE,,1.0,0.0,0.8622
LN102934,2024-07,0.12923,0.00781,NONE,,1.0,0.0,0.8407
LN102934,2024-08,0.15467,0.0728,NONE,,1.0,0.0,0.837
LN102934,2024-09,0.12748,0.0042,NONE,,1.0,0.0,0.8387
LN102934,2024-10,0.13915,0.0281,NONE,,1.0,0.0,0.8528
LN102934,2024-11,0.13537,0.0155,NONE,,1.0,0.0,0.8612
LN102934,2024-12,0.63191,0.99851,BALANCE_MISMATCH,R002,0.76,0.0,0.9501
LN102934,2025-01,0.1339,0.00891,NONE,,1.0,0.0,0.8689
LN102934,2025-02,0.14628,0.03359,NONE,,1.0,0.0,0.8856
LN102934,2025-03,0.14468,0.03007,NONE,,1.0,0.0,0.8843
LN102934,2025-04,0.14628,0.01071,NONE,,1.0,0.0,0.9467
LN102934,2025-05,0.15769,0.03076,NONE,,1.0,0.0,0.9692
LN102934,2025-06,0.15239,0.01997,NONE,,1.0,0.0,0.9627
LN102935,2022-04,0.08069,0.00053,NONE,,1.0,0.0,0.5365
LN102935,2022-05,0.5481,0.99851,SOURCE_CONFLICT,,0.65,1.0,0.3913
LN102935,2022-06,0.53203,0.99851,STALE_UPDATE,R006,0.7814,0.0,0.2842
LN102935,2022-07,0.02314,0.00052,NONE,,1.0,0.0,0.1528
LN102935,2022-08,0.01693,0.00066,NONE,,1.0,0.0,0.1111
LN102935,2022-09,0.01041,0.00051,NONE,,1.0,0.0,0.0681
LN102935,2022-10,0.00853,0.00056,NONE,,1.0,0.0,0.0554
LN102935,2022-11,0.00928,0.00048,NONE,,1.0,0.0,0.0606
LN102935,2022-12,0.00793,0.00051,NONE,,1.0,0.0,0.0515
LN102935,2023-01,0.0011,0.00052,NONE,,1.0,0.0,0.0059
LN102935,2023-02,0.11901,0.06991,NONE,R007,0.88,0.0,0.007
LN102935,2023-03,0.00516,0.00087,NONE,,1.0,0.0,0.0321
LN102935,2023-04,0.00265,0.00055,NONE,,1.0,0.0,0.0162
LN102935,2023-05,0.00323,0.00052,NONE,,1.0,0.0,0.0201
LN102935,2023-06,0.00588,0.00052,NONE,,1.0,0.0,0.0378
LN102935,2023-07,0.00316,0.00062,NONE,,1.0,0.0,0.0194
LN102935,2023-08,0.12214,0.06944,NONE,R007,0.88,0.0,0.0291
LN102935,2023-09,0.01087,0.00044,NONE,,1.0,0.0,0.0713
LN102935,2023-10,0.01187,0.00042,NONE,,1.0,0.0,0.078
LN102935,2023-11,0.21374,0.26765,DOC_GAP,R007,0.88,0.0,0.1112
LN102935,2023-12,0.01884,0.00039,NONE,,1.0,0.0,0.1246
LN102935,2024-01,0.02359,0.00039,NONE,,1.0,0.0,0.1562
LN102935,2024-02,0.03017,0.00041,NONE,,1.0,0.0,0.2001
LN102935,2024-03,0.04788,0.00041,NONE,,1.0,0.0,0.3181
LN102935,2024-04,0.05633,0.0004,NONE,,1.0,0.0,0.3744
LN102935,2024-05,0.06467,0.00043,NONE,,1.0,0.0,0.43
LN102935,2024-06,0.56327,0.99851,SOURCE_CONFLICT,,0.5,1.0,0.4925
LN102935,2024-07,0.07867,0.00043,NONE,,1.0,0.0,0.5233
LN102935,2024-08,0.08556,0.00034,NONE,,1.0,0.0,0.5695
LN102935,2024-09,0.58209,0.99851,SOURCE_CONFLICT,,0.5,1.0,0.6179
LN102935,2024-10,0.10154,0.00034,NONE,,1.0,0.0,0.676
LN102935,2024-11,0.23237,0.07682,NONE,R007,0.88,0.0,0.7443
LN102935,2024-12,0.11552,0.00034,NONE,,1.0,0.0,0.7692
LN102935,2025-01,0.12215,0.00034,NONE,,1.0,0.0,0.8134
LN102935,2025-02,0.1239,0.00034,NONE,,1.0,0.0,0.8251
LN102935,2025-03,0.12567,0.00034,NONE,,1.0,0.0,0.8369
LN102935,2025-04,0.23951,0.05819,NONE,R007,0.88,0.0,0.8416
LN102935,2025-05,0.12744,0.00034,NONE,,1.0,0.0,0.8487
LN102935,2025-06,0.13022,0.00034,NONE,,1.0,0.0,0.8672
LN102936,2024-03,0.13331,0.0005,NONE,,1.0,0.0,0.8874
LN102936,2024-04,0.12761,0.0006,NONE,,1.0,0.0,0.8492
LN102936,2024-05,0.12061,0.0011,NONE,,1.0,0.0,0.8011
LN102936,2024-06,0.11709,0.00149,NONE,,1.0,0.0,0.7766
LN102936,2024-07,0.11581,0.00095,NONE,,1.0,0.0,0.7696
LN102936,2024-08,0.11712,0.00043,NONE,,1.0,0.0,0.7797
LN102936,2024-09,0.11848,0.00045,NONE,,1.0,0.0,0.7887
LN102936,2024-10,0.11976,0.00045,NONE,,1.0,0.0,0.7972
LN102936,2024-11,0.62217,0.99851,BALANCE_MISMATCH,R002,0.76,0.0,0.8851
LN102936,2024-12,0.12046,0.00143,NONE,,1.0,0.0,0.7992
LN102936,2025-01,0.12368,0.00208,NONE,,1.0,0.0,0.819
LN102936,2025-02,0.12409,0.00205,NONE,,1.0,0.0,0.8218
LN102936,2025-03,0.12632,0.00205,NONE,,1.0,0.0,0.8367
LN102936,2025-04,0.12701,0.0017,NONE,,1.0,0.0,0.8422
LN102936,2025-05,0.24142,0.05729,NONE,R007,0.88,0.0,0.8567
LN102936,2025-06,0.14062,0.00134,NONE,,1.0,0.0,0.9339
LN102937,2024-01,0.11603,0.00045,NONE,,1.0,0.0,0.7723
LN102937,2024-02,0.10396,0.00044,NONE,,1.0,0.0,0.6919
LN102937,2024-03,0.09828,0.00044,NONE,,1.0,0.0,0.6541
LN102937,2024-04,0.09136,0.00044,NONE,,1.0,0.0,0.6079
LN102937,2024-05,0.08885,0.00045,NONE,,1.0,0.0,0.5912
LN102937,2024-06,0.09172,0.00045,NONE,,1.0,0.0,0.6103
LN102937,2024-07,0.09269,0.00044,NONE,,1.0,0.0,0.6168
LN102937,2024-08,0.09453,0.00044,NONE,,1.0,0.0,0.629
LN102937,2024-09,0.09748,0.00045,NONE,,1.0,0.0,0.6487
LN102937,2024-10,0.10139,0.00046,NONE,,1.0,0.0,0.6747
LN102937,2024-11,0.59253,0.99851,SOURCE_CONFLICT,,0.75,1.0,0.6875
LN102937,2024-12,0.10539,0.00054,NONE,,1.0,0.0,0.7011
LN102937,2025-01,0.10833,0.00053,NONE,,1.0,0.0,0.7208
LN102937,2025-02,0.11115,0.00056,NONE,,1.0,0.0,0.7395
LN102937,2025-03,0.11447,0.00053,NONE,,1.0,0.0,0.7618
LN102937,2025-04,0.11671,0.00043,NONE,,1.0,0.0,0.7769
LN102937,2025-05,0.11865,0.00043,NONE,,1.0,0.0,0.7898
LN102937,2025-06,0.22829,0.0364,NONE,R007,0.88,0.0,0.8249
LN102938,2024-08,0.10742,0.00043,NONE,,1.0,0.0,0.715
LN102938,2024-09,0.0959,0.00043,NONE,,1.0,0.0,0.6382
LN102938,2024-10,0.08883,0.00042,NONE,,1.0,0.0,0.5911
LN102938,2024-11,0.08181,0.00043,NONE,,1.0,0.0,0.5443
LN102938,2024-12,0.07965,0.00043,NONE,,1.0,0.0,0.5298
LN102938,2025-01,0.17566,0.01118,NONE,R007,0.88,0.0,0.5413
LN102938,2025-02,0.0825,0.00044,NONE,,1.0,0.0,0.5488
LN102938,2025-03,0.08405,0.00044,NONE,,1.0,0.0,0.5592
LN102938,2025-04,0.0866,0.00043,NONE,,1.0,0.0,0.5762
LN102938,2025-05,0.08978,0.00044,NONE,,1.0,0.0,0.5973
LN102938,2025-06,0.09294,0.00053,NONE,,1.0,0.0,0.6182
LN102939,2022-02,0.09168,0.00085,NONE,,1.0,0.0,0.6089
LN102939,2022-03,0.0763,0.0009,NONE,,1.0,0.0,0.5062
LN102939,2022-04,0.06473,0.00132,NONE,,1.0,0.0,0.428
LN102939,2022-05,0.54025,0.99851,SOURCE_CONFLICT,,0.65,1.0,0.339
LN102939,2022-06,0.041,0.00055,NONE,,1.0,0.0,0.2719
LN102939,2022-07,0.0329,0.00052,NONE,,1.0,0.0,0.2179
LN102939,2022-08,0.02449,0.00053,NONE,,1.0,0.0,0.1618
LN102939,2022-09,0.13047,0.04407,NONE,R007,0.88,0.0,0.1523
LN102939,2022-10,0.01604,0.00046,NONE,,1.0,0.0,0.1057
LN102939,2022-11,0.00534,0.0004,NONE,,1.0,0.0,0.0346
LN102939,2022-12,0.00853,0.00049,NONE,,1.0,0.0,0.0556
LN102939,2023-01,0.01374,0.00076,NONE,,1.0,0.0,0.0895
LN102939,2023-02,0.50105,0.99851,SOURCE_CONFLICT,,0.6,1.0,0.0777
LN102939,2023-03,0.0195,0.00057,NONE,,1.0,0.0,0.1285
LN102939,2023-04,0.01789,0.00045,NONE,,1.0,0.0,0.1181
LN102939,2023-05,0.02565,0.00039,NONE,,1.0,0.0,0.1699
LN102939,2023-06,0.02785,0.00155,NONE,,1.0,0.0,0.1816
LN102939,2023-07,0.03327,0.00214,NONE,,1.0,0.0,0.2161
LN102939,2023-08,0.03285,0.0022,NONE,,1.0,0.0,0.2131
LN102939,2023-09,0.03808,0.0007,NONE,,1.0,0.0,0.252
LN102939,2023-10,0.04439,0.0007,NONE,,1.0,0.0,0.2941
LN102939,2023-11,0.04546,0.00055,NONE,,1.0,0.0,0.3016
LN102939,2023-12,0.05039,0.00041,NONE,,1.0,0.0,0.3348
LN102939,2024-01,0.06167,0.00041,NONE,,1.0,0.0,0.41
LN102939,2024-02,0.06236,0.00044,NONE,,1.0,0.0,0.4145
LN102939,2024-03,0.06612,0.00044,NONE,,1.0,0.0,0.4396
LN102939,2024-04,0.07293,0.00034,NONE,,1.0,0.0,0.4853
LN102939,2024-05,0.08148,0.00034,NONE,,1.0,0.0,0.5423
LN102939,2024-06,0.08813,0.00029,NONE,,1.0,0.0,0.5868
LN102939,2024-07,0.0941,0.00029,NONE,,1.0,0.0,0.6266
LN102939,2024-08,0.10243,0.0003,NONE,,1.0,0.0,0.6821
LN102939,2024-09,0.11016,0.0007,NONE,,1.0,0.0,0.7325
LN102939,2024-10,0.11634,0.00022,NONE,,1.0,0.0,0.775
LN102939,2024-11,0.12425,0.00022,NONE,,1.0,0.0,0.8277
LN102939,2024-12,0.14096,0.00022,NONE,,1.0,0.0,0.9392
LN102939,2025-01,0.14398,0.00022,NONE,,1.0,0.0,0.9593
LN102939,2025-02,0.24731,0.0371,NONE,R007,0.88,0.0,0.9498
LN102939,2025-03,0.14826,0.00022,NONE,,1.0,0.0,0.9878
LN102939,2025-04,0.14995,0.00095,NONE,,1.0,0.0,0.9972
LN102940,2024-01,0.08142,0.00128,NONE,,1.0,0.0,0.5394
LN102940,2024-02,0.05893,0.00061,NONE,,1.0,0.0,0.3913
LN102940,2024-03,0.04917,0.00061,NONE,,1.0,0.0,0.3262
LN102940,2024-04,0.03825,0.00077,NONE,,1.0,0.0,0.253
LN102940,2024-05,0.03653,0.0006,NONE,,1.0,0.0,0.2419
LN102940,2024-06,0.03282,0.00049,NONE,,1.0,0.0,0.2175
LN102940,2024-07,0.02975,0.00063,NONE,,1.0,0.0,0.1967
LN102940,2024-08,0.1319,0.03471,NONE,R007,0.88,0.0,0.1868
LN102940,2024-09,0.02638,0.00081,NONE,,1.0,0.0,0.1737
LN102940,2024-10,0.0258,0.00067,NONE,,1.0,0.0,0.1702
LN102940,2024-11,0.12959,0.0284,NONE,R007,0.88,0.0,0.1882
LN102940,2024-12,0.03478,0.00086,NONE,,1.0,0.0,0.2296
LN102940,2025-01,0.04085,0.00083,NONE,,1.0,0.0,0.2701
LN102940,2025-02,0.04736,0.00101,NONE,,1.0,0.0,0.3131
LN102940,2025-03,0.05523,0.0006,NONE,,1.0,0.0,0.3666
LN102940,2025-04,0.62781,0.99851,STATUS_INCONSISTENT,R004,0.64,0.0,0.9227
LN102940,2025-05,0.0704,0.00049,NONE,,1.0,0.0,0.468
LN102940,2025-06,0.08001,0.00042,NONE,,1.0,0.0,0.5323
LN102941,2024-10,0.0988,0.00054,NONE,,1.0,0.0,0.6572
LN102941,2024-11,0.08149,0.00045,NONE,,1.0,0.0,0.542
LN102941,2024-12,0.07072,0.00045,NONE,,1.0,0.0,0.4703
LN102941,2025-01,0.1714,0.06047,NONE,R007,0.88,0.0,0.3814
LN102941,2025-02,0.05079,0.00044,NONE,,1.0,0.0,0.3374
LN102941,2025-03,0.05188,0.00052,NONE,,1.0,0.0,0.3444
LN102941,2025-04,0.05086,0.00052,NONE,,1.0,0.0,0.3377
LN102941,2025-05,0.04829,0.00044,NONE,,1.0,0.0,0.3207
LN102941,2025-06,0.05309,0.00044,NONE,,1.0,0.0,0.3527
LN102942,2024-03,0.08704,0.00104,NONE,,1.0,0.0,0.5775
LN102942,2024-04,0.06684,0.00056,NONE,,1.0,0.0,0.4441
LN102942,2024-05,0.06194,0.00055,NONE,,1.0,0.0,0.4115
LN102942,2024-06,0.05685,0.00057,NONE,,1.0,0.0,0.3775
LN102942,2024-07,0.62548,0.99851,STATUS_INCONSISTENT,R004,0.64,0.0,0.9072
LN102942,2024-08,0.06766,0.0005,NONE,,1.0,0.0,0.4497
LN102942,2024-09,0.07303,0.00063,NONE,,1.0,0.0,0.4852
LN102942,2024-10,0.07762,0.00113,NONE,,1.0,0.0,0.5145
LN102942,2024-11,0.08939,0.00461,NONE,,1.0,0.0,0.5836
LN102942,2024-12,0.58003,0.99851,SOURCE_CONFLICT,,0.5,1.0,0.6042
LN102942,2025-01,0.10187,0.00142,NONE,,1.0,0.0,0.6754
LN102942,2025-02,0.10636,0.00135,NONE,,1.0,0.0,0.7055
LN102942,2025-03,0.1107,0.00131,NONE,,1.0,0.0,0.7345
LN102942,2025-04,0.11243,0.00131,NONE,,1.0,0.0,0.746
LN102942,2025-05,0.6069,0.99851,SOURCE_CONFLICT,,0.75,1.0,0.7833
LN102942,2025-06,0.1214,0.00086,NONE,,1.0,0.0,0.807
LN102943,2022-02,0.08096,0.00062,NONE,,1.0,0.0,0.538
LN102943,2022-03,0.05933,0.00053,NONE,,1.0,0.0,0.3941
LN102943,2022-04,0.04513,0.00054,NONE,,1.0,0.0,0.2994
LN102943,2022-05,0.024,0.00053,NONE,,1.0,0.0,0.1586
LN102943,2022-06,0.01931,0.00056,NONE,,1.0,0.0,0.1272
LN102943,2022-07,0.01357,0.00069,NONE,,1.0,0.0,0.0886
LN102943,2022-08,0.00909,0.00068,NONE,,1.0,0.0,0.0588
LN102943,2022-09,0.00953,0.00088,NONE,,1.0,0.0,0.0612
LN102943,2022-10,0.00679,0.00088,NONE,,1.0,0.0,0.0429
LN102943,2022-11,0.00347,0.00102,NONE,,1.0,0.0,0.0204
LN102943,2022-12,0.00429,0.00062,NONE,,1.0,0.0,0.0269
LN102943,2023-01,0.49474,0.99851,SOURCE_CONFLICT,,0.75,1.0,0.0356
LN102943,2023-02,0.00345,0.00062,NONE,,1.0,0.0,0.0214
LN102943,2023-03,0.00465,0.00147,NONE,,1.0,0.0,0.0271
LN102943,2023-04,0.00531,0.0006,NONE,,1.0,0.0,0.0338
LN102943,2023-05,0.00294,0.00052,NONE,,1.0,0.0,0.0182
LN102943,2023-06,0.00443,0.00075,NONE,,1.0,0.0,0.0275
LN102943,2023-07,0.01012,0.00042,NONE,,1.0,0.0,0.0664
LN102943,2023-08,0.11459,0.03393,NONE,R007,0.88,0.0,0.0734
LN102943,2023-09,0.0159,0.00041,NONE,,1.0,0.0,0.1049
LN102943,2023-10,0.21992,0.05705,NONE,R007,0.88,0.0,0.714
LN102943,2023-11,0.51248,0.99851,SOURCE_CONFLICT,,0.65,1.0,0.1539
LN102943,2023-12,0.02776,0.00039,NONE,,1.0,0.0,0.184
LN102943,2024-01,0.04618,0.0004,NONE,,1.0,0.0,0.3068
LN102943,2024-02,0.05186,0.00056,NONE,,1.0,0.0,0.3442
LN102943,2024-03,0.55009,0.99851,SOURCE_CONFLICT,,0.75,1.0,0.4046
LN102943,2024-04,0.07047,0.00108,NONE,,1.0,0.0,0.4669
LN102943,2024-05,0.07708,0.001,NONE,,1.0,0.0,0.5112
LN102943,2024-06,0.08516,0.00041,NONE,,1.0,0.0,0.5666
LN102943,2024-07,0.09071,0.00042,NONE,,1.0,0.0,0.6036
LN102943,2024-08,0.13,0.00041,NONE,,1.0,0.0,0.8656
LN102943,2024-09,0.13984,0.00036,NONE,,1.0,0.0,0.9313
LN102943,2024-10,0.14329,0.00032,NONE,,1.0,0.0,0.9544
LN102943,2024-11,0.15,0.00171,NONE,,1.0,0.0,0.9954
LN102944,2024-05,0.24872,0.07546,NONE,R007,0.88,0.0,0.8569
LN102944,2024-06,0.12104,0.0006,NONE,,1.0,0.0,0.8053
LN102944,2024-07,0.11609,0.00055,NONE,,1.0,0.0,0.7725
LN102944,2024-08,0.25442,0.12813,NONE,R007,0.88,0.0,0.7544
LN102944,2024-09,0.11257,0.00179,NONE,,1.0,0.0,0.7457
LN102944,2024-10,0.11352,0.00161,NONE,,1.0,0.0,0.7525
LN102944,2024-11,0.11554,0.00091,NONE,,1.0,0.0,0.7678
LN102944,2024-12,0.11368,0.00091,NONE,,1.0,0.0,0.7555
LN102944,2025-01,0.11611,0.00089,NONE,,1.0,0.0,0.7717
LN102944,2025-02,0.11632,0.00091,NONE,,1.0,0.0,0.773
LN102944,2025-03,0.11907,0.00115,NONE,,1.0,0.0,0.7907
LN102944,2025-04,0.12033,0.00142,NONE,,1.0,0.0,0.7984
LN102944,2025-05,0.12269,0.00142,NONE,,1.0,0.0,0.8141
LN102944,2025-06,0.12344,0.00146,NONE,,1.0,0.0,0.819
LN102945,2021-11,0.08607,0.00049,NONE,,1.0,0.0,0.5725
LN102945,2021-12,0.55704,0.99851,DATE_INVALID,R006,0.73,0.0,0.4509
LN102945,2022-01,0.05694,0.0005,NONE,,1.0,0.0,0.3783
LN102945,2022-02,0.04215,0.00054,NONE,,1.0,0.0,0.2795
LN102945,2022-03,0.03619,0.00087,NONE,,1.0,0.0,0.2389
LN102945,2022-04,0.0305,0.00055,NONE,,1.0,0.0,0.2018
LN102945,2022-05,0.02123,0.00057,NONE,,1.0,0.0,0.14
LN102945,2022-06,0.02038,0.00068,NONE,,1.0,0.0,0.1341
LN102945,2022-07,0.01376,0.00053,NONE,,1.0,0.0,0.0903
LN102945,2022-08,0.00195,0.00054,NONE,,1.0,0.0,0.0115
LN102945,2022-09,0.00269,0.00063,NONE,,1.0,0.0,0.0163
LN102945,2022-10,0.00565,0.00054,NONE,,1.0,0.0,0.0362
LN102945,2022-11,0.00518,0.00054,NONE,,1.0,0.0,0.0331
LN102945,2022-12,0.00458,0.00055,NONE,,1.0,0.0,0.0291
LN102945,2023-01,0.00495,0.00055,NONE,,1.0,0.0,0.0315
LN102945,2023-02,0.71003,0.99851,STATUS_INCONSISTENT,R004,0.29,1.0,0.8708
LN102945,2023-03,0.01269,0.00049,NONE,,1.0,0.0,0.0833
LN102945,2023-04,0.0192,0.00074,NONE,,1.0,0.0,0.1261
LN102945,2023-05,0.0227,0.00149,NONE,,1.0,0.0,0.1474
LN102945,2023-06,0.02773,0.00073,NONE,,1.0,0.0,0.1829
LN102945,2023-07,0.03189,0.00208,NONE,,1.0,0.0,0.2071
LN102945,2023-08,0.03454,0.00087,NONE,,1.0,0.0,0.228
LN102945,2023-09,0.03353,0.00052,NONE,,1.0,0.0,0.2221
LN102945,2023-10,0.04596,0.00055,NONE,,1.0,0.0,0.3049
LN102945,2023-11,0.04941,0.00055,NONE,,1.0,0.0,0.3279
LN102945,2023-12,0.0536,0.00051,NONE,,1.0,0.0,0.3559
LN102945,2024-01,0.06062,0.00042,NONE,,1.0,0.0,0.403
LN102945,2024-02,0.06802,0.00038,NONE,,1.0,0.0,0.4524
LN102945,2024-03,0.07592,0.00036,NONE,,1.0,0.0,0.5052
LN102945,2024-04,0.08795,0.00034,NONE,,1.0,0.0,0.5854
LN102945,2024-05,0.09559,0.00036,NONE,,1.0,0.0,0.6363
LN102945,2024-06,0.10578,0.00036,NONE,,1.0,0.0,0.7043
LN102945,2024-07,0.11228,0.00034,NONE,,1.0,0.0,0.7476
LN102945,2024-08,0.11897,0.00034,NONE,,1.0,0.0,0.7922
LN102945,2024-09,0.62336,0.99851,BALANCE_MISMATCH,R002,0.76,0.0,0.8931
LN102945,2024-10,0.12324,0.00034,NONE,,1.0,0.0,0.8207
LN102945,2024-11,0.12457,0.00034,NONE,,1.0,0.0,0.8295
LN102945,2024-12,0.12678,0.00084,NONE,,1.0,0.0,0.843
LN102945,2025-01,0.12989,0.00084,NONE,,1.0,0.0,0.8637
LN102945,2025-02,0.23378,0.0321,NONE,R007,0.88,0.0,0.8729
LN102945,2025-03,0.13222,0.0008,NONE,,1.0,0.0,0.8793
LN102945,2025-04,0.13373,0.0008,NONE,,1.0,0.0,0.8894
LN102945,2025-05,0.13532,0.00084,NONE,,1.0,0.0,0.8999
LN102945,2025-06,0.13646,0.00084,NONE,,1.0,0.0,0.9075
LN102946,2023-07,0.07768,0.00046,NONE,,1.0,0.0,0.5166
LN102946,2023-08,0.05706,0.00048,NONE,,1.0,0.0,0.3792
